stcofips,year,month,month_t,deviation
21061,2021,3,9,-20207.690983308712
21061,2021,3,10,-25722.58506147543
21061,2021,3,11,-19167.255611737695
21061,2021,3,12,-16562.370537685114
21061,2021,5,1,-15137.425970718352
21061,2021,5,2,-14441.347318862216
21061,2021,5,3,-15715.062380212185
21061,2021,5,4,-19105.76215103088
21061,2021,5,5,-19385.593151517125
21061,2021,5,6,-21097.936650877906
21061,2021,5,7,-20207.690983308712
21061,2021,5,8,-25722.58506147543
21061,2021,5,9,-19167.255611737695
21061,2021,5,10,-16562.370537685114
21061,2021,5,11,-13613.411186796555
21061,2021,5,12,-9661.733158388408
21061,2021,12,1,-25722.58506147543
21061,2021,12,2,-19167.255611737695
21061,2021,12,3,-16562.370537685114
21061,2021,12,4,-13613.411186796555
21061,2021,12,5,-9661.733158388408
21061,2021,12,6,-24655.196053720516
21061,2021,12,7,-20841.806438929547
21061,2021,12,8,-16439.729012911936
21061,2021,12,9,-14337.756976189965
21061,2021,12,10,-13800.970092298405
21061,2021,12,11,-14003.174834798963
21061,2021,12,12,-13144.869097501534
21061,2022,2,1,-16562.370537685114
21061,2022,2,2,-13613.411186796555
21061,2022,2,3,-9661.733158388408
21061,2022,2,4,-24655.196053720516
21061,2022,2,5,-20841.806438929547
21061,2022,2,6,-16439.729012911936
21061,2022,2,7,-14337.756976189965
21061,2022,2,8,-13800.970092298405
21061,2022,2,9,-14003.174834798963
21061,2022,2,10,-13144.869097501534
21061,2022,2,11,-9648.985088806512
21061,2022,2,12,-13911.615360832599
21061,2022,5,1,-24655.196053720516
21061,2022,5,2,-20841.806438929547
21061,2022,5,3,-16439.729012911936
21061,2022,5,4,-14337.756976189965
21061,2022,5,5,-13800.970092298405
21061,2022,5,6,-14003.174834798963
21061,2022,5,7,-13144.869097501534
21061,2022,5,8,-9648.985088806512
21061,2022,5,9,-13911.615360832599
21061,2022,5,10,-13284.030968186882
21061,2022,5,11,-6114.925731883763
21061,2022,5,12,-12472.531227642437
21061,2022,7,1,-16439.729012911936
21061,2022,7,2,-14337.756976189965
21061,2022,7,3,-13800.970092298405
21061,2022,7,4,-14003.174834798963
21061,2022,7,5,-13144.869097501534
21061,2022,7,6,-9648.985088806512
21061,2022,7,7,-13911.615360832599
21061,2022,7,8,-13284.030968186882
21061,2022,7,9,-6114.925731883763
21061,2022,7,10,-12472.531227642437
21061,2022,7,11,-3901.370660440298
21061,2022,7,12,-11964.973563239357
21061,2022,8,1,-14337.756976189965
21061,2022,8,2,-13800.970092298405
21061,2022,8,3,-14003.174834798963
21061,2022,8,4,-13144.869097501534
21061,2022,8,5,-9648.985088806512
21061,2022,8,6,-13911.615360832599
21061,2022,8,7,-13284.030968186882
21061,2022,8,8,-6114.925731883763
21061,2022,8,9,-12472.531227642437
21061,2022,8,10,-3901.370660440298
21061,2022,8,11,-11964.973563239357
21061,2022,8,12,-7949.9599238453375
21061,2022,9,1,-13800.970092298405
21061,2022,9,2,-14003.174834798963
21061,2022,9,3,-13144.869097501534
21061,2022,9,4,-9648.985088806512
21061,2022,9,5,-13911.615360832599
21061,2022,9,6,-13284.030968186882
21061,2022,9,7,-6114.925731883763
21061,2022,9,8,-12472.531227642437
21061,2022,9,9,-3901.370660440298
21061,2022,9,10,-11964.973563239357
21061,2022,9,11,-7949.9599238453375
21061,2022,9,12,-17261.10043999742
21061,2023,4,1,-12472.531227642437
21061,2023,4,2,-3901.370660440298
21061,2023,4,3,-11964.973563239357
21061,2023,4,4,-7949.9599238453375
21061,2023,4,5,-17261.10043999742
21061,2023,4,6,-18352.382118504116
21061,2023,4,7,-18338.22912777745
21061,2023,4,8,-15323.089457888185
21061,2023,4,9,-17402.567201509344
21061,2023,4,10,-19687.719121190778
21061,2023,4,11,-21051.123115488066
21061,2023,4,12,-15897.74161400189
21061,2023,6,1,-11964.973563239357
21061,2023,6,2,-7949.9599238453375
21061,2023,6,3,-17261.10043999742
21061,2023,6,4,-18352.382118504116
21061,2023,6,5,-18338.22912777745
21061,2023,6,6,-15323.089457888185
21061,2023,6,7,-17402.567201509344
21061,2023,6,8,-19687.719121190778
21061,2023,6,9,-21051.123115488066
21061,2023,6,10,-15897.74161400189
21061,2023,6,11,-17483.803955149022
21061,2023,6,12,-10357.651281647122
21063,2021,7,1,-45088.875049770286
21063,2021,7,2,-48937.19859203072
21063,2021,7,3,-49106.083172153274
21063,2021,7,4,-49758.07288326058
21063,2021,7,5,-46276.726685833884
21063,2021,7,6,-49680.528267043075
21063,2021,7,7,-42233.29622021399
21063,2021,7,8,-40698.022777141305
21063,2021,7,9,-37893.37732155941
21063,2021,7,10,-33523.04225376999
21063,2021,7,11,-47184.544187213905
21063,2021,7,12,-43528.56784469055
21063,2022,6,1,-43528.56784469055
21063,2022,6,2,-40200.829537939746
21063,2022,6,3,-39824.920562721556
21063,2022,6,4,-40430.632782368426
21063,2022,6,5,-41052.471615715505
21063,2022,6,6,-40457.24576580385
21063,2022,6,7,-37308.13581119085
21063,2022,6,8,-41251.489530718216
21063,2022,6,9,-39384.03164360166
21063,2022,6,10,-31373.562576650613
21063,2022,6,11,-37826.18848191475
21063,2022,6,12,-30374.49979129937
21063,2024,7,1,-38504.14648707202
21063,2024,7,2,-38613.47054203847
21063,2024,7,3,-42441.63188762445
21063,2024,7,4,-41876.122666397016
21063,2024,7,5,-39038.351570751896
21063,2024,7,6,-39683.11547586473
21063,2024,7,7,-28538.567795466864
21063,2024,7,8,-36021.38456286062
21063,2024,7,9,-24180.805693307164
21063,2024,7,10,-13233.12599656757
21063,2024,7,11,-21430.648595661536
21063,2024,7,12,-29986.929474030097
21063,2024,8,1,-38613.47054203847
21063,2024,8,2,-42441.63188762445
21063,2024,8,3,-41876.122666397016
21063,2024,8,4,-39038.351570751896
21063,2024,8,5,-39683.11547586473
21063,2024,8,6,-28538.567795466864
21063,2024,8,7,-36021.38456286062
21063,2024,8,8,-24180.805693307164
21063,2024,8,9,-13233.12599656757
21063,2024,8,10,-21430.648595661536
21063,2024,8,11,-29986.929474030097
21063,2024,8,12,-38653.722901511035
21065,2020,4,1,-37964.19393047484
21065,2020,4,2,-40570.29459293575
21065,2020,4,3,-35987.185867421824
21065,2020,4,4,-38223.654691572476
21065,2020,4,5,-38027.32215994198
21065,2020,4,6,-37005.64159289833
21065,2020,4,7,-37366.4844665611
21065,2020,4,8,-41325.66825798628
21065,2020,4,9,-44366.094890595254
21065,2020,4,10,-45519.768847751446
21065,2020,4,11,-45879.61793275598
21065,2020,4,12,-46244.218700906844
21065,2020,5,1,-40570.29459293575
21065,2020,5,2,-35987.185867421824
21065,2020,5,3,-38223.654691572476
21065,2020,5,4,-38027.32215994198
21065,2020,5,5,-37005.64159289833
21065,2020,5,6,-37366.4844665611
21065,2020,5,7,-41325.66825798628
21065,2020,5,8,-44366.094890595254
21065,2020,5,9,-45519.768847751446
21065,2020,5,10,-45879.61793275598
21065,2020,5,11,-46244.218700906844
21065,2020,5,12,-43325.6197100046
21065,2020,6,1,-35987.185867421824
21065,2020,6,2,-38223.654691572476
21065,2020,6,3,-38027.32215994198
21065,2020,6,4,-37005.64159289833
21065,2020,6,5,-37366.4844665611
21065,2020,6,6,-41325.66825798628
21065,2020,6,7,-44366.094890595254
21065,2020,6,8,-45519.768847751446
21065,2020,6,9,-45879.61793275598
21065,2020,6,10,-46244.218700906844
21065,2020,6,11,-43325.6197100046
21065,2020,6,12,-49284.968530648635
21065,2021,6,1,-49000.90323416579
21065,2021,6,2,-49598.383803582095
21065,2021,6,3,-53108.16506986106
21065,2021,6,4,-53703.75066700608
21065,2021,6,5,-55536.678114684895
21065,2021,6,6,-53992.49550919332
21065,2021,6,7,-60076.085172647974
21065,2021,6,8,-55869.17830633356
21065,2021,6,9,-56857.15372423202
21065,2021,6,10,-56649.71797432938
21065,2021,6,11,-53801.59151133186
21065,2021,6,12,-68514.77218908277
21065,2021,7,1,-49598.383803582095
21065,2021,7,2,-53108.16506986106
21065,2021,7,3,-53703.75066700608
21065,2021,7,4,-55536.678114684895
21065,2021,7,5,-53992.49550919332
21065,2021,7,6,-60076.085172647974
21065,2021,7,7,-55869.17830633356
21065,2021,7,8,-56857.15372423202
21065,2021,7,9,-56649.71797432938
21065,2021,7,10,-53801.59151133186
21065,2021,7,11,-68514.77218908277
21065,2021,7,12,-64027.81425599819
21065,2022,1,1,-55869.17830633356
21065,2022,1,2,-56857.15372423202
21065,2022,1,3,-56649.71797432938
21065,2022,1,4,-53801.59151133186
21065,2022,1,5,-68514.77218908277
21065,2022,1,6,-64027.81425599819
21065,2022,1,7,-59461.78990926407
21065,2022,1,8,-57057.138783451446
21065,2022,1,9,-56498.275045872215
21065,2022,1,10,-56436.38553325189
21065,2022,1,11,-55879.29308848023
21065,2022,1,12,-53524.43290242406
21065,2022,2,1,-56857.15372423202
21065,2022,2,2,-56649.71797432938
21065,2022,2,3,-53801.59151133186
21065,2022,2,4,-68514.77218908277
21065,2022,2,5,-64027.81425599819
21065,2022,2,6,-59461.78990926407
21065,2022,2,7,-57057.138783451446
21065,2022,2,8,-56498.275045872215
21065,2022,2,9,-56436.38553325189
21065,2022,2,10,-55879.29308848023
21065,2022,2,11,-53524.43290242406
21065,2022,2,12,-59217.09267852377
21065,2022,4,1,-53801.59151133186
21065,2022,4,2,-68514.77218908277
21065,2022,4,3,-64027.81425599819
21065,2022,4,4,-59461.78990926407
21065,2022,4,5,-57057.138783451446
21065,2022,4,6,-56498.275045872215
21065,2022,4,7,-56436.38553325189
21065,2022,4,8,-55879.29308848023
21065,2022,4,9,-53524.43290242406
21065,2022,4,10,-59217.09267852377
21065,2022,4,11,-59707.50064605886
21065,2022,4,12,-53170.81551190512
21065,2022,8,1,-57057.138783451446
21065,2022,8,2,-56498.275045872215
21065,2022,8,3,-56436.38553325189
21065,2022,8,4,-55879.29308848023
21065,2022,8,5,-53524.43290242406
21065,2022,8,6,-59217.09267852377
21065,2022,8,7,-59707.50064605886
21065,2022,8,8,-53170.81551190512
21065,2022,8,9,-60754.17825807659
21065,2022,8,10,-53888.351402856264
21065,2022,8,11,-63097.65367684618
21065,2022,8,12,-59932.28603336682
21065,2023,3,1,-53170.81551190512
21065,2023,3,2,-60754.17825807659
21065,2023,3,3,-53888.351402856264
21065,2023,3,4,-63097.65367684618
21065,2023,3,5,-59932.28603336682
21065,2023,3,6,-69827.56093711594
21065,2023,3,7,-72092.81390889049
21065,2023,3,8,-72382.85645786145
21065,2023,3,9,-69347.98082599157
21065,2023,3,10,-71159.97505390714
21065,2023,3,11,-73666.22970324995
21065,2023,3,12,-75403.77121311324
21065,2023,6,1,-63097.65367684618
21065,2023,6,2,-59932.28603336682
21065,2023,6,3,-69827.56093711594
21065,2023,6,4,-72092.81390889049
21065,2023,6,5,-72382.85645786145
21065,2023,6,6,-69347.98082599157
21065,2023,6,7,-71159.97505390714
21065,2023,6,8,-73666.22970324995
21065,2023,6,9,-75403.77121311324
21065,2023,6,10,-70024.1336980791
21065,2023,6,11,-71031.624109111
21065,2023,6,12,-63400.44431189571
21065,2023,7,1,-59932.28603336682
21065,2023,7,2,-69827.56093711594
21065,2023,7,3,-72092.81390889049
21065,2023,7,4,-72382.85645786145
21065,2023,7,5,-69347.98082599157
21065,2023,7,6,-71159.97505390714
21065,2023,7,7,-73666.22970324995
21065,2023,7,8,-75403.77121311324
21065,2023,7,9,-70024.1336980791
21065,2023,7,10,-71031.624109111
21065,2023,7,11,-63400.44431189571
21065,2023,7,12,-57796.391480671315
21065,2024,2,1,-75403.77121311324
21065,2024,2,2,-70024.1336980791
21065,2024,2,3,-71031.624109111
21065,2024,2,4,-63400.44431189571
21065,2024,2,5,-57796.391480671315
21065,2024,2,6,-66799.63853174033
21065,2024,2,7,-67468.23318545762
21065,2024,2,8,-72503.57421916137
21065,2024,2,9,-73174.66379869594
21065,2024,2,10,-72021.99341721278
21065,2024,2,11,-73583.35133673888
21065,2024,2,12,-63789.17774079507
21065,2024,5,1,-63400.44431189571
21065,2024,5,2,-57796.391480671315
21065,2024,5,3,-66799.63853174033
21065,2024,5,4,-67468.23318545762
21065,2024,5,5,-72503.57421916137
21065,2024,5,6,-73174.66379869594
21065,2024,5,7,-72021.99341721278
21065,2024,5,8,-73583.35133673888
21065,2024,5,9,-63789.17774079507
21065,2024,5,10,-72160.13202720645
21065,2024,5,11,-62776.695601720305
21065,2024,5,12,-53021.571893688786
21065,2024,8,1,-67468.23318545762
21065,2024,8,2,-72503.57421916137
21065,2024,8,3,-73174.66379869594
21065,2024,8,4,-72021.99341721278
21065,2024,8,5,-73583.35133673888
21065,2024,8,6,-63789.17774079507
21065,2024,8,7,-72160.13202720645
21065,2024,8,8,-62776.695601720305
21065,2024,8,9,-53021.571893688786
21065,2024,8,10,-62249.831912330876
21065,2024,8,11,-70609.42184650693
21065,2024,8,12,-79526.15352118926
21067,2020,5,1,72479.781366284
21067,2020,5,2,76944.23133502313
21067,2020,5,3,74316.48626639452
21067,2020,5,4,73240.51976043059
21067,2020,5,5,73058.20028873807
21067,2020,5,6,73230.99860303377
21067,2020,5,7,72009.86476566919
21067,2020,5,8,72590.36469671904
21067,2020,5,9,73922.33356355177
21067,2020,5,10,75215.7425358826
21067,2020,5,11,76334.1266087812
21067,2020,5,12,81384.78543875794
21067,2020,6,1,76944.23133502313
21067,2020,6,2,74316.48626639452
21067,2020,6,3,73240.51976043059
21067,2020,6,4,73058.20028873807
21067,2020,6,5,73230.99860303377
21067,2020,6,6,72009.86476566919
21067,2020,6,7,72590.36469671904
21067,2020,6,8,73922.33356355177
21067,2020,6,9,75215.7425358826
21067,2020,6,10,76334.1266087812
21067,2020,6,11,81384.78543875794
21067,2020,6,12,77264.59603602326
21067,2020,7,1,74316.48626639452
21067,2020,7,2,73240.51976043059
21067,2020,7,3,73058.20028873807
21067,2020,7,4,73230.99860303377
21067,2020,7,5,72009.86476566919
21067,2020,7,6,72590.36469671904
21067,2020,7,7,73922.33356355177
21067,2020,7,8,75215.7425358826
21067,2020,7,9,76334.1266087812
21067,2020,7,10,81384.78543875794
21067,2020,7,11,77264.59603602326
21067,2020,7,12,79571.27662852366
21067,2021,6,1,79571.27662852366
21067,2021,6,2,80475.38929177728
21067,2021,6,3,78898.48535378347
21067,2021,6,4,79556.46005535533
21067,2021,6,5,78421.76416595373
21067,2021,6,6,80479.82952782843
21067,2021,6,7,74900.2966185904
21067,2021,6,8,80912.33378400037
21067,2021,6,9,82686.70451160747
21067,2021,6,10,86794.29001531526
21067,2021,6,11,93356.48240971935
21067,2021,6,12,80858.14386229112
21067,2021,7,1,80475.38929177728
21067,2021,7,2,78898.48535378347
21067,2021,7,3,79556.46005535533
21067,2021,7,4,78421.76416595373
21067,2021,7,5,80479.82952782843
21067,2021,7,6,74900.2966185904
21067,2021,7,7,80912.33378400037
21067,2021,7,8,82686.70451160747
21067,2021,7,9,86794.29001531526
21067,2021,7,10,93356.48240971935
21067,2021,7,11,80858.14386229112
21067,2021,7,12,85550.49052228383
21067,2022,3,1,86794.29001531526
21067,2022,3,2,93356.48240971935
21067,2022,3,3,80858.14386229112
21067,2022,3,4,85550.49052228383
21067,2022,3,5,89275.42083798803
21067,2022,3,6,90647.43098478936
21067,2022,3,7,91095.33221428565
21067,2022,3,8,91466.30009440935
21067,2022,3,9,92812.56536934775
21067,2022,3,10,96900.45581113594
21067,2022,3,11,93360.28849166451
21067,2022,3,12,95054.12909541186
21067,2022,5,1,80858.14386229112
21067,2022,5,2,85550.49052228383
21067,2022,5,3,89275.42083798803
21067,2022,5,4,90647.43098478936
21067,2022,5,5,91095.33221428565
21067,2022,5,6,91466.30009440935
21067,2022,5,7,92812.56536934775
21067,2022,5,8,96900.45581113594
21067,2022,5,9,93360.28849166451
21067,2022,5,10,95054.12909541186
21067,2022,5,11,103495.24298286397
21067,2022,5,12,98000.34267165716
21067,2022,6,1,85550.49052228383
21067,2022,6,2,89275.42083798803
21067,2022,6,3,90647.43098478936
21067,2022,6,4,91095.33221428565
21067,2022,6,5,91466.30009440935
21067,2022,6,6,92812.56536934775
21067,2022,6,7,96900.45581113594
21067,2022,6,8,93360.28849166451
21067,2022,6,9,95054.12909541186
21067,2022,6,10,103495.24298286397
21067,2022,6,11,98000.34267165716
21067,2022,6,12,107994.71601728673
21067,2022,7,1,89275.42083798803
21067,2022,7,2,90647.43098478936
21067,2022,7,3,91095.33221428565
21067,2022,7,4,91466.30009440935
21067,2022,7,5,92812.56536934775
21067,2022,7,6,96900.45581113594
21067,2022,7,7,93360.28849166451
21067,2022,7,8,95054.12909541186
21067,2022,7,9,103495.24298286397
21067,2022,7,10,98000.34267165716
21067,2022,7,11,107994.71601728673
21067,2022,7,12,101768.26875951007
21067,2022,9,1,91095.33221428565
21067,2022,9,2,91466.30009440935
21067,2022,9,3,92812.56536934775
21067,2022,9,4,96900.45581113594
21067,2022,9,5,93360.28849166451
21067,2022,9,6,95054.12909541186
21067,2022,9,7,103495.24298286397
21067,2022,9,8,98000.34267165716
21067,2022,9,9,107994.71601728673
21067,2022,9,10,101768.26875951007
21067,2022,9,11,108652.85550014605
21067,2022,9,12,101482.78088143442
21067,2022,11,1,92812.56536934775
21067,2022,11,2,96900.45581113594
21067,2022,11,3,93360.28849166451
21067,2022,11,4,95054.12909541186
21067,2022,11,5,103495.24298286397
21067,2022,11,6,98000.34267165716
21067,2022,11,7,107994.71601728673
21067,2022,11,8,101768.26875951007
21067,2022,11,9,108652.85550014605
21067,2022,11,10,101482.78088143442
21067,2022,11,11,102169.63131712022
21067,2022,11,12,102929.72328794541
21067,2023,1,1,93360.28849166451
21067,2023,1,2,95054.12909541186
21067,2023,1,3,103495.24298286397
21067,2023,1,4,98000.34267165716
21067,2023,1,5,107994.71601728673
21067,2023,1,6,101768.26875951007
21067,2023,1,7,108652.85550014605
21067,2023,1,8,101482.78088143442
21067,2023,1,9,102169.63131712022
21067,2023,1,10,102929.72328794541
21067,2023,1,11,106245.0727964234
21067,2023,1,12,104380.7222750439
21067,2023,4,1,98000.34267165716
21067,2023,4,2,107994.71601728673
21067,2023,4,3,101768.26875951007
21067,2023,4,4,108652.85550014605
21067,2023,4,5,101482.78088143442
21067,2023,4,6,102169.63131712022
21067,2023,4,7,102929.72328794541
21067,2023,4,8,106245.0727964234
21067,2023,4,9,104380.7222750439
21067,2023,4,10,102436.39388140588
21067,2023,4,11,101161.31870486142
21067,2023,4,12,105743.11616519967
21067,2023,5,1,107994.71601728673
21067,2023,5,2,101768.26875951007
21067,2023,5,3,108652.85550014605
21067,2023,5,4,101482.78088143442
21067,2023,5,5,102169.63131712022
21067,2023,5,6,102929.72328794541
21067,2023,5,7,106245.0727964234
21067,2023,5,8,104380.7222750439
21067,2023,5,9,102436.39388140588
21067,2023,5,10,101161.31870486142
21067,2023,5,11,105743.11616519967
21067,2023,5,12,103545.71494669866
21067,2023,6,1,101768.26875951007
21067,2023,6,2,108652.85550014605
21067,2023,6,3,101482.78088143442
21067,2023,6,4,102169.63131712022
21067,2023,6,5,102929.72328794541
21067,2023,6,6,106245.0727964234
21067,2023,6,7,104380.7222750439
21067,2023,6,8,102436.39388140588
21067,2023,6,9,101161.31870486142
21067,2023,6,10,105743.11616519967
21067,2023,6,11,103545.71494669866
21067,2023,6,12,110592.74940388845
21067,2023,7,1,108652.85550014605
21067,2023,7,2,101482.78088143442
21067,2023,7,3,102169.63131712022
21067,2023,7,4,102929.72328794541
21067,2023,7,5,106245.0727964234
21067,2023,7,6,104380.7222750439
21067,2023,7,7,102436.39388140588
21067,2023,7,8,101161.31870486142
21067,2023,7,9,105743.11616519967
21067,2023,7,10,103545.71494669866
21067,2023,7,11,110592.74940388845
21067,2023,7,12,116992.42961349586
21067,2023,8,1,101482.78088143442
21067,2023,8,2,102169.63131712022
21067,2023,8,3,102929.72328794541
21067,2023,8,4,106245.0727964234
21067,2023,8,5,104380.7222750439
21067,2023,8,6,102436.39388140588
21067,2023,8,7,101161.31870486142
21067,2023,8,8,105743.11616519967
21067,2023,8,9,103545.71494669866
21067,2023,8,10,110592.74940388845
21067,2023,8,11,116992.42961349586
21067,2023,8,12,109724.67633200288
21067,2024,2,1,101161.31870486142
21067,2024,2,2,105743.11616519967
21067,2024,2,3,103545.71494669866
21067,2024,2,4,110592.74940388845
21067,2024,2,5,116992.42961349586
21067,2024,2,6,109724.67633200288
21067,2024,2,7,111434.73984721943
21067,2024,2,8,108054.50235424438
21067,2024,2,9,107782.25079782086
21067,2024,2,10,107756.1245812847
21067,2024,2,11,105166.3632856331
21067,2024,2,12,114520.54338555466
21067,2024,4,1,103545.71494669866
21067,2024,4,2,110592.74940388845
21067,2024,4,3,116992.42961349586
21067,2024,4,4,109724.67633200288
21067,2024,4,5,111434.73984721943
21067,2024,4,6,108054.50235424438
21067,2024,4,7,107782.25079782086
21067,2024,4,8,107756.1245812847
21067,2024,4,9,105166.3632856331
21067,2024,4,10,114520.54338555466
21067,2024,4,11,106658.81028628896
21067,2024,4,12,116636.55462923954
21067,2024,6,1,116992.42961349586
21067,2024,6,2,109724.67633200288
21067,2024,6,3,111434.73984721943
21067,2024,6,4,108054.50235424438
21067,2024,6,5,107782.25079782086
21067,2024,6,6,107756.1245812847
21067,2024,6,7,105166.3632856331
21067,2024,6,8,114520.54338555466
21067,2024,6,9,106658.81028628896
21067,2024,6,10,116636.55462923954
21067,2024,6,11,127357.54835079913
21067,2024,6,12,119866.94561883082
21067,2024,8,1,111434.73984721943
21067,2024,8,2,108054.50235424438
21067,2024,8,3,107782.25079782086
21067,2024,8,4,107756.1245812847
21067,2024,8,5,105166.3632856331
21067,2024,8,6,114520.54338555466
21067,2024,8,7,106658.81028628896
21067,2024,8,8,116636.55462923954
21067,2024,8,9,127357.54835079913
21067,2024,8,10,119866.94561883082
21067,2024,8,11,114823.41519501718
21067,2024,8,12,109685.80721879646
21069,2020,1,1,-44314.13034935352
21069,2020,1,2,-39187.62808906843
21069,2020,1,3,-43983.24293491038
21069,2020,1,4,-37846.718913964156
21069,2020,1,5,-40853.000130102795
21069,2020,1,6,-36712.75147356281
21069,2020,1,7,-40061.21378205142
21069,2020,1,8,-42029.014079988716
21069,2020,1,9,-43055.86388090665
21069,2020,1,10,-44101.843762468736
21069,2020,1,11,-46746.0660825316
21069,2020,1,12,-47904.41811773839
21069,2020,4,1,-37846.718913964156
21069,2020,4,2,-40853.000130102795
21069,2020,4,3,-36712.75147356281
21069,2020,4,4,-40061.21378205142
21069,2020,4,5,-42029.014079988716
21069,2020,4,6,-43055.86388090665
21069,2020,4,7,-44101.843762468736
21069,2020,4,8,-46746.0660825316
21069,2020,4,9,-47904.41811773839
21069,2020,4,10,-48427.262420598825
21069,2020,4,11,-48839.01776974878
21069,2020,4,12,-49316.90431751539
21069,2020,5,1,-40853.000130102795
21069,2020,5,2,-36712.75147356281
21069,2020,5,3,-40061.21378205142
21069,2020,5,4,-42029.014079988716
21069,2020,5,5,-43055.86388090665
21069,2020,5,6,-44101.843762468736
21069,2020,5,7,-46746.0660825316
21069,2020,5,8,-47904.41811773839
21069,2020,5,9,-48427.262420598825
21069,2020,5,10,-48839.01776974878
21069,2020,5,11,-49316.90431751539
21069,2020,5,12,-45354.24099302954
21069,2020,6,1,-36712.75147356281
21069,2020,6,2,-40061.21378205142
21069,2020,6,3,-42029.014079988716
21069,2020,6,4,-43055.86388090665
21069,2020,6,5,-44101.843762468736
21069,2020,6,6,-46746.0660825316
21069,2020,6,7,-47904.41811773839
21069,2020,6,8,-48427.262420598825
21069,2020,6,9,-48839.01776974878
21069,2020,6,10,-49316.90431751539
21069,2020,6,11,-45354.24099302954
21069,2020,6,12,-50523.15162342644
21069,2020,7,1,-40061.21378205142
21069,2020,7,2,-42029.014079988716
21069,2020,7,3,-43055.86388090665
21069,2020,7,4,-44101.843762468736
21069,2020,7,5,-46746.0660825316
21069,2020,7,6,-47904.41811773839
21069,2020,7,7,-48427.262420598825
21069,2020,7,8,-48839.01776974878
21069,2020,7,9,-49316.90431751539
21069,2020,7,10,-45354.24099302954
21069,2020,7,11,-50523.15162342644
21069,2020,7,12,-49693.616719129976
21069,2021,6,1,-49693.616719129976
21069,2021,6,2,-50405.43078456569
21069,2021,6,3,-53638.45568101012
21069,2021,6,4,-53962.3455395862
21069,2021,6,5,-55724.2273079563
21069,2021,6,6,-54115.69860558641
21069,2021,6,7,-59717.40908113982
21069,2021,6,8,-54127.803414644324
21069,2021,6,9,-53196.392421183016
21069,2021,6,10,-50821.36414361278
21069,2021,6,11,-46306.507646913466
21069,2021,6,12,-59894.43647398104
21069,2021,8,1,-53638.45568101012
21069,2021,8,2,-53962.3455395862
21069,2021,8,3,-55724.2273079563
21069,2021,8,4,-54115.69860558641
21069,2021,8,5,-59717.40908113982
21069,2021,8,6,-54127.803414644324
21069,2021,8,7,-53196.392421183016
21069,2021,8,8,-50821.36414361278
21069,2021,8,9,-46306.507646913466
21069,2021,8,10,-59894.43647398104
21069,2021,8,11,-55314.28056294646
21069,2021,8,12,-50848.65520093244
21069,2022,6,1,-55314.28056294646
21069,2022,6,2,-50848.65520093244
21069,2022,6,3,-48867.809918147395
21069,2022,6,4,-48210.84302956358
21069,2022,6,5,-47946.12353742853
21069,2022,6,6,-46887.087720735435
21069,2022,6,7,-43135.44289253399
21069,2022,6,8,-47041.33720428994
21069,2022,6,9,-46252.57377458675
21069,2022,6,10,-38940.04995892674
21069,2022,6,11,-46019.64088411024
21069,2022,6,12,-37952.315428029746
21069,2024,2,1,-46796.580648952455
21069,2024,2,2,-41904.534050777875
21069,2024,2,3,-43552.09887421044
21069,2024,2,4,-36436.18450231862
21069,2024,2,5,-30218.52146526391
21069,2024,2,6,-38319.75336560054
21069,2024,2,7,-38082.91955351035
21069,2024,2,8,-42733.04660887085
21069,2024,2,9,-43547.31111174292
21069,2024,2,10,-42608.556021797966
21069,2024,2,11,-44019.520459125895
21069,2024,2,12,-33215.39136194231
21069,2024,4,1,-43552.09887421044
21069,2024,4,2,-36436.18450231862
21069,2024,4,3,-30218.52146526391
21069,2024,4,4,-38319.75336560054
21069,2024,4,5,-38082.91955351035
21069,2024,4,6,-42733.04660887085
21069,2024,4,7,-43547.31111174292
21069,2024,4,8,-42608.556021797966
21069,2024,4,9,-44019.520459125895
21069,2024,4,10,-33215.39136194231
21069,2024,4,11,-39477.687712826126
21069,2024,4,12,-28099.435033970483
21069,2024,5,1,-36436.18450231862
21069,2024,5,2,-30218.52146526391
21069,2024,5,3,-38319.75336560054
21069,2024,5,4,-38082.91955351035
21069,2024,5,5,-42733.04660887085
21069,2024,5,6,-43547.31111174292
21069,2024,5,7,-42608.556021797966
21069,2024,5,8,-44019.520459125895
21069,2024,5,9,-33215.39136194231
21069,2024,5,10,-39477.687712826126
21069,2024,5,11,-28099.435033970483
21069,2024,5,12,-16477.01365502525
21069,2024,6,1,-30218.52146526391
21069,2024,6,2,-38319.75336560054
21069,2024,6,3,-38082.91955351035
21069,2024,6,4,-42733.04660887085
21069,2024,6,5,-43547.31111174292
21069,2024,6,6,-42608.556021797966
21069,2024,6,7,-44019.520459125895
21069,2024,6,8,-33215.39136194231
21069,2024,6,9,-39477.687712826126
21069,2024,6,10,-28099.435033970483
21069,2024,6,11,-16477.01365502525
21069,2024,6,12,-24205.748683554528
21069,2024,8,1,-38082.91955351035
21069,2024,8,2,-42733.04660887085
21069,2024,8,3,-43547.31111174292
21069,2024,8,4,-42608.556021797966
21069,2024,8,5,-44019.520459125895
21069,2024,8,6,-33215.39136194231
21069,2024,8,7,-39477.687712826126
21069,2024,8,8,-28099.435033970483
21069,2024,8,9,-16477.01365502525
21069,2024,8,10,-24205.748683554528
21069,2024,8,11,-30505.15675903292
21069,2024,8,12,-37306.130249658105
21071,2020,3,1,-50575.06576152421
