stcofips,year,month,episode_id,event_type,auc,auc_variance,pre_trend_annual,event_count,total_damage,log_damage,total_duration_days,resl_score,resl_value,risk_value,eal_valt,sovi_score,nri_vintage
01001,2022,6,171114,Thunderstorm Wind,32.51205534781472,1.906127212507189,-28.895960403092488,1,0.0,0.0,0.0006944444444444445,53.90238810081482,2.701460942873955,3867448.9623974813,3906789.4993880866,36.98848754559909,2021
01001,2022,7,172236,Thunderstorm Wind,32.404586658684934,1.5518941661890004,-18.215528562837846,1,0.0,0.0,0.0006944444444444445,53.669900686645505,2.6907425061416625,4121738.446787202,4085373.6535944208,38.57865551131703,2021
01001,2022,8,173544,Thunderstorm Wind,29.726660063659168,1.0200585518327032,-9.704766799508263,1,0.0,0.0,0.0006944444444444445,53.4374132724762,2.68002406940937,4376027.931176922,4263957.807800755,40.16882347703497,2021
01001,2023,7,183411,Thunderstorm Wind,35.78922039308554,1.7571229495752279,-8.261114390503451,1,0.0,0.0,0.0006944444444444445,52.211318193492,2.5916453643701947,7896035.548973919,7240413.331318514,49.69281296226533,2023
01001,2023,8,184953,Thunderstorm Wind,40.86735096000392,1.719438058631408,-19.519850983264632,1,0.0,0.0,0.0006944444444444445,52.31164739854224,2.5883079523919124,8331030.855741156,7672004.94233687,49.29101639356652,2023
01001,2024,1,187007,Flash Flood,10.811299265791433,1.558813659122231,-22.733615751405353,4,0.0,0.0,0.3333333333333333,52.81329342379347,2.5716208925004995,10506007.389577346,9829962.997428648,47.282033550072505,2023
01001,2025,2,198682,Thunderstorm Wind,13.020189928536453,0.5597027350150473,0.5761954393584006,2,0.0,0.0,0.001388888888888889,54.11757308944665,2.5282345367828256,16160946.377551436,15440653.940667272,42.058678156988044,2023
01001,2025,4,199427,Hail,21.785137874919997,1.74228917019306,-9.354494941632993,1,0.0,0.0,0.003472222222222222,54.318231499547146,2.5215597128262606,17030936.991085913,16303837.162703982,41.25508501959044,2023
01001,2025,5,200273,Hail,25.307028674794253,1.5480348686912697,-5.881835330770343,1,0.0,0.0,0.0006944444444444445,54.41856070459739,2.518222300847978,17465932.29785315,16735428.773722338,40.85328845089163,2023
01003,2021,9,163481,Flash Flood,13.485235447587755,2.7191426856955894,15.386502953302738,12,1000000.0,13.815511557963774,1.9305555555555554,54.759202,2.7379601,12977673.554106023,12855370.807384858,34.29247142293374,2020
01003,2021,10,163785,Flash Flood,23.65863363883797,2.86963121391878,13.248112910877808,8,0.0,0.0,1.5972222222222223,54.759202,2.7379601,12441297.538536085,12324049.646963343,34.29247142293711,2020
01003,2021,12,164616,Flash Flood,45.029840460374714,2.5187961093784312,9.710464719533718,4,0.0,0.0,0.4583333333333333,56.71925204666138,2.7384047804632186,24325406.74228366,23681627.8202177,34.08856700192205,2021
01003,2022,5,"167491,170189,170246,170248","Flash Flood,Hail,Thunderstorm Wind,Tornado",30.86197774351521,2.153909034367578,-38.672375455159965,14,1000000.0,13.815511557963774,0.19583333333333333,66.51950227996826,2.740628182779312,86427832.83887124,83126124.48859705,33.06904489682987,2021
01003,2022,6,"171427,171741,171743","Flash Flood,Lightning,Thunderstorm Wind",23.376229446050516,1.3044761486941139,-21.995475385813847,11,50000.0,10.819798284210286,0.3361111111111111,68.47955232662964,2.7410728632425307,98848318.05818877,95015023.82227293,32.86514047581144,2021
01003,2022,7,172780,Thunderstorm Wind,20.802599426492478,0.8139707997300639,-16.608008108753495,1,0.0,0.0,0.001388888888888889,70.43960237329102,2.7415175437057497,111268803.27750628,106903923.15594879,32.661236054792994,2021
01003,2022,8,"173339,173630,173955,173980","Flash Flood,Lightning",17.020259832594277,0.5256211787076734,-13.482121171713572,13,20000.0,9.90353755128617,1.4166666666666667,72.39965241995239,2.7419622241689683,123689288.49682379,118792822.48962466,32.45733163377456,2021
01003,2022,10,174066,Tornado,-1.4551049608859756,0.540203571244519,-23.654891060900695,12,0.0,0.0,0.022222222222222223,76.31975251327515,2.7428515850954054,148530258.93545884,142570621.1569764,32.04952279173769,2021
01003,2023,4,"179892,180128,180238","Flash Flood,Hail,Thunderstorm Wind",21.62858860667542,1.5843704242641599,-3.3458519041245722,11,0.0,0.0,0.1763888888888889,86.32856461878445,2.7420073925808475,211924686.80761164,203087118.9462492,31.430394682201705,2023
01003,2024,12,198260,Tornado,0.01738964529774023,0.8175259772198018,17.827140461844294,2,0.0,0.0,0.004166666666666667,90.49980206283297,2.6806554959678177,237764722.3189164,224527141.36411753,39.43827459332564,2023
01003,2025,5,203668,Thunderstorm Wind,1.818758685710577,1.0861692171070385,-20.63220030536786,10,0.0,0.0,0.0,91.5426114238451,2.6653175218145604,244224731.19674262,229887146.96858463,41.440244571106625,2023
