target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips
36051,2025,6,3,"36063,36073,36073"
20029,2024,7,4,"20141,20141,31095,31095"
17161,2023,7,1,17175
20091,2020,9,1,20005
18023,2023,7,3,"18181,18103,18181"
01095,2023,2,2,"13055,13295"
06019,2021,12,4,"06079,06085,06079,06085"
29141,2022,5,3,"29051,29151,29051"
37065,2025,5,1,37187
06099,2023,3,8,"06013,06075,06081,06069,06013,06069,06081,06087"
19009,2024,6,1,19093
55083,2020,1,2,"26019,26089"
48181,2020,7,1,48119
17011,2022,5,1,17063
48061,2024,10,1,48047
05043,2022,4,2,"22067,22067"
42013,2025,4,1,42023
21157,2021,5,1,47183
18119,2021,6,3,"18093,18101,18093"
05029,2024,4,1,05137
18085,2024,6,2,"18149,18149"
48013,2023,5,1,48175
40023,2020,5,2,"48119,48119"
18175,2020,8,3,"21223,21163,21163"
12071,2021,6,1,12027
28135,2022,7,3,"28013,28137,28013"
55059,2020,8,1,55055
31055,2022,8,2,"31025,31025"
24019,2025,6,2,"24035,24035"
31035,2024,4,2,"31095,31121"
12003,2025,1,1,12041
50015,2020,8,2,"50017,50017"
12111,2022,5,4,"12043,12051,12043,12051"
29161,2022,3,4,"29093,29093,29151,29151"
17201,2020,8,1,55055
49035,2021,7,1,49039
05007,2021,3,2,"05101,05101"
08005,2024,6,2,"08019,08047"
21071,2020,6,1,51195
18147,2020,8,3,"21027,21163,21027"
51061,2020,7,1,51685
47093,2021,8,1,37075
17189,2023,4,3,"17051,17051,29186"
39129,2024,5,1,39021
13245,2023,6,8,"13107,13107,13125,13167,13301,13303,13301,13317"
13195,2025,6,3,"13219,13219,13219"
48113,2021,10,1,48217
19059,2024,7,4,"19151,27091,19151,27091"
13001,2023,4,7,"13209,13271,13309,13107,13107,13209,13283"
27127,2023,10,6,"27013,27105,27105,27023,27023,27073"
26003,2023,5,4,"55029,26097,26029,26097"
30071,2022,8,4,"30015,30041,30015,30045"
55095,2025,4,1,27065
25005,2023,4,1,25019
45053,2024,5,3,"13029,13029,45005"
47155,2021,8,3,"37075,37113,37075"
29047,2023,6,1,29037
48055,2021,10,1,48477
48091,2021,10,1,48013
04003,2020,6,2,"35017,35017"
36009,2023,6,3,"42049,42039,42049"
54107,2022,11,2,"39115,39115"
08093,2020,6,4,"08109,08047,08109,08047"
40045,2020,6,1,20033
19011,2021,12,2,"19183,19183"
39001,2021,4,3,"21023,21201,21023"
06043,2022,9,3,"06069,06085,06085"
19027,2024,7,4,"19151,19093,19093,19151"
18179,2025,5,1,18103
42103,2022,3,4,"36079,36087,42025,42095"
29221,2024,11,3,"29073,29073,29157"
06029,2022,3,1,04012
21029,2021,7,1,21163
33001,2020,6,1,50017
01129,2024,5,2,"28111,28111"
42105,2025,5,1,42093
39057,2024,5,2,"39021,39021"
37083,2025,5,2,"37187,37187"
08051,2021,5,7,"08065,08007,08079,08065,08003,08079,08105"
08107,2024,4,4,"08065,08019,08047,49009"
47021,2022,1,2,"47083,47083"
30007,2023,7,2,"56039,30107"
17029,2022,9,2,"17147,17147"
28151,2021,4,2,"28027,28027"
29007,2024,6,4,"29053,29089,17013,29089"
01111,2023,6,5,"13145,13097,13121,13145,13199"
40149,2023,8,3,"40129,40043,40129"
48341,2023,4,2,"35037,35037"
45071,2025,6,2,"45023,45023"
37161,2024,8,2,"37011,37011"
47083,2023,8,2,"47135,47135"
26123,2023,6,1,55071
12013,2024,12,1,13087
06063,2025,3,1,06093
27151,2022,9,2,"27155,27155"
55133,2023,3,1,55047
17163,2020,8,1,17083
47045,2024,6,3,"05035,47075,47075"
21017,2024,2,3,"21023,21201,21201"
51650,2025,6,1,51830
56009,2025,6,1,08107
40123,2023,10,3,"40005,40005,40013"
04021,2023,1,4,"04012,04027,04023,04027"
55099,2024,7,1,27031
48337,2021,6,2,"40033,40033"
37015,2021,3,2,"37073,37073"
22113,2022,8,2,"22007,22047"
26091,2025,5,4,"39171,39171,39123,39173"
29029,2023,3,2,"29135,29135"
48493,2022,3,3,"48123,48149,48123"
01023,2022,6,1,01107
31151,2025,4,7,"31035,31129,31143,31129,31035,31081,31143"
27145,2023,3,6,"27095,27151,27095,27151,27095,27159"
39089,2025,5,6,"39075,39101,39117,39005,39075,39117"
54105,2025,5,2,"54073,54073"
17055,2020,5,1,17121
51035,2024,5,2,"37005,37005"
20019,2024,5,1,40103
25021,2020,11,3,"25007,44001,44001"
48459,2024,6,1,48379
26081,2020,7,1,26133
31087,2025,6,4,"31047,31065,31073,31065"
08121,2020,5,1,08025
48465,2022,5,1,48327
25001,2024,5,2,"25019,25025"
18013,2022,6,2,"18119,18119"
24017,2024,1,3,"51600,51683,51685"
48019,2022,5,2,"48013,48013"
13229,2021,5,1,13279
46011,2022,9,10,"27083,27083,27101,27133,46099,46005,46087,46099,27133,46099"
27053,2021,6,5,"27025,27163,27163,27163,27009"
29189,2021,3,5,"17027,17083,17027,29073,17083"
04015,2024,6,2,"04027,06037"
01033,2022,7,4,"01133,28057,01133,28057"
21095,2020,4,1,51720
45037,2025,5,1,13163
46009,2020,2,4,"31003,31027,31139,31027"
17165,2020,6,1,21055
49001,2021,7,2,"49039,49039"
19159,2024,6,8,"19145,29129,19145,29061,29075,29079,29129,29075"
51105,2021,8,1,51720
22001,2021,7,5,"22003,22003,22099,22077,22099"
04009,2023,11,4,"35006,35031,04023,04023"
26081,2023,8,2,"55089,26105"
37117,2023,5,2,"37091,37177"
48465,2025,6,1,48507
29049,2020,5,4,"20043,29033,29117,29033"
18183,2023,6,2,"39161,18103"
05017,2021,4,1,28027
20149,2023,9,1,31147
19175,2023,5,2,"19145,19145"
08067,2024,9,3,"08021,08109,35031"
27083,2023,10,3,"27105,27023,27073"
19011,2023,5,1,19115
55063,2023,5,3,"55035,55141,55035"
16019,2021,7,4,"16007,16041,16007,56029"
22097,2023,7,1,22121
48029,2020,4,1,48507
31127,2022,9,1,19145
26127,2023,6,3,"55071,55015,55071"
37039,2023,8,9,"13085,13123,13187,13213,13187,13281,13311,13281,13213"
48403,2022,1,1,48457
28071,2025,5,3,"28043,28139,28043"
48409,2025,5,5,"48057,48255,48047,48255,48057"
22089,2023,5,1,22075
20143,2025,6,4,"20089,20141,20089,20141"
35001,2021,5,2,"35028,35028"
56019,2020,5,3,"56029,56017,56029"
16039,2021,5,3,"16053,32013,16053"
34003,2024,9,3,"36047,36085,36047"
05009,2024,5,1,05137
26103,2025,4,5,"26095,26153,26089,26153,55041"
27039,2024,7,1,27079
12011,2021,2,1,12015
27137,2024,7,3,"27065,27031,55003"
48149,2024,12,1,48493
13267,2022,1,1,13005
48281,2022,5,2,"48093,48093"
51051,2025,1,6,"21071,21119,21133,21159,21095,21133"
08099,2020,7,1,08025
08037,2020,6,3,"08019,08047,08019"
29127,2024,4,2,"17013,29175"
29049,2023,6,4,"29003,20209,29003,20209"
27095,2021,9,6,"27003,27025,27025,27153,27003,27171"
51051,2020,7,2,"21159,51720"
17041,2020,6,1,17035
37161,2021,7,10,"37087,37199,37011,37087,37011,37121,37199,45087,45059,45087"
06073,2024,7,2,"04027,06037"
26165,2022,8,5,"26039,26105,26127,26105,26039"
47083,2020,7,1,21221
29163,2021,9,1,29073
27049,2023,8,3,"27045,27161,55035"
19033,2023,3,2,"19079,19079"
56019,2023,6,1,56017
01045,2023,8,1,13259
26073,2022,8,2,"26037,26037"
35027,2024,7,4,"48109,35003,35003,35006"
55089,2022,11,2,"26105,26105"
26033,2023,8,6,"26029,26031,26047,26007,26031,26119"
35053,2024,9,1,35031
01073,2021,9,3,"01043,01107,01043"
41051,2022,4,6,"41065,41071,41065,41071,53041,53077"
28037,2020,1,2,"22037,22037"
48169,2022,5,4,"48115,48433,48433,48115"
26015,2023,6,5,"26023,26059,26149,26023,26149"
17109,2024,3,1,17017
51103,2021,6,2,"51131,51131"
08031,2022,6,3,"08019,08047,08093"
13033,2022,3,2,"13125,13301"
12073,2024,9,2,"13087,13087"
38003,2024,5,2,"38031,38031"
21225,2021,3,3,"17165,17165,21143"
28109,2022,1,3,"28065,28065,28077"
54003,2020,6,1,51840
45053,2021,2,1,13031
17033,2025,6,3,"17185,17185,17185"
21171,2023,12,2,"21061,47137"
47125,2025,2,1,21033
39161,2020,7,2,"18075,18075"
47121,2023,8,5,"13213,13313,13047,13083,13313"
13263,2025,2,4,"13259,13259,13307,13193"
36055,2025,6,2,"36063,36063"
24029,2023,8,1,34011
45025,2024,8,1,45033
21113,2020,5,2,"21005,21005"
13291,2021,3,3,"37075,37113,37113"
37027,2025,6,1,37005
47189,2024,7,2,"47117,21213"
42029,2022,4,3,"42077,42043,42077"
39167,2022,11,1,54105
51107,2020,8,3,"51600,51610,51685"
05013,2021,3,1,22027
20037,2023,9,3,"20107,20107,29013"
06025,2024,1,2,"06059,06059"
54097,2024,6,2,"54093,54093"
45069,2020,2,1,45089
42081,2024,6,4,"42131,42023,42023,42131"
45055,2025,5,2,"45023,45023"
26103,2020,8,2,"26095,26089"
27129,2023,8,10,"27013,27073,27151,27121,27145,27151,27145,27013,27073,27081"
42067,2025,5,1,42093
05135,2024,11,4,"05067,05137,05137,05067"
21047,2023,2,1,47079
16055,2020,6,5,"16021,30089,16035,30061,30089"
47105,2024,5,2,"47121,47121"
39011,2023,3,2,"39101,39175"
17185,2021,6,1,17079
47149,2025,6,1,47159
51173,2024,2,1,51520
54065,2020,4,1,51840
48269,2022,6,2,"48197,48197"
48219,2023,9,2,"35041,35041"
08073,2021,6,1,08011
40143,2023,7,2,"40103,40103"
45091,2021,7,1,45059
01005,2024,8,3,"13053,13053,13307"
47073,2023,7,1,51520
48191,2023,7,2,"48011,48011"
01123,2022,6,1,13149
37109,2024,12,1,37011
13287,2024,5,2,"13271,13271"
48201,2021,3,1,48199
12083,2024,4,2,"12041,12041"
42021,2025,4,1,42023
06059,2023,2,4,"04012,06025,04012,06025"
18141,2025,6,2,"18131,18131"
45045,2021,10,3,"45047,13147,45047"
51017,2022,6,1,51678
39031,2023,4,8,"39005,39151,39169,39005,39117,39139,39115,39151"
48283,2020,5,4,"48507,48247,48507,48247"
35013,2024,6,2,"48109,35003"
13049,2020,6,1,13005
39161,2025,6,3,"39063,39063,39173"
55019,2023,10,3,"55005,55107,55107"
21141,2024,6,4,"21061,21183,21183,21061"
16031,2024,7,1,32015
06101,2023,1,2,"06013,06055"
53067,2021,1,4,"53077,53035,53035,53077"
16033,2021,7,5,"16065,16081,16065,16049,30023"
16067,2022,5,5,"16025,16037,16083,16083,16025"
49049,2024,6,1,49009
08101,2023,9,10,"08109,08119,08015,08109,08119,08003,08023,08109,08023,35007"
37003,2024,7,2,"37011,37005"
47097,2020,4,1,47069
19041,2024,7,3,"19093,19093,27091"
37077,2021,7,2,"37127,37127"
48469,2023,1,3,"48007,48481,48007"
05035,2025,5,2,"05067,05067"
51183,2024,8,1,51670
45017,2021,6,1,45011
29037,2021,5,2,"29107,29107"
47179,2025,6,2,"37011,47067"
06103,2021,1,5,"06101,06033,06023,06033,06023"
20063,2024,6,1,20083
13077,2021,5,2,"13231,13231"
45007,2025,5,2,"13221,37113"
54031,2023,9,2,"51660,54093"
47043,2023,12,4,"47101,47135,47135,47117"
56041,2021,9,4,"16007,16041,49005,16007"
51119,2021,3,1,51735
13135,2024,12,3,"13219,13219,13219"
47065,2022,4,1,47051
47089,2025,2,3,"47067,47173,47173"
31135,2021,5,2,"31117,31117"
51125,2022,8,2,"51540,51678"
31089,2023,3,3,"31139,31139,46135"
21025,2021,7,1,21115
13187,2021,5,3,"13281,37043,13281"
39017,2020,8,1,18115
17033,2022,5,1,18021
32031,2024,12,6,"06093,32015,32015,32015,41013,41023"
39133,2024,4,8,"39085,39103,39007,39085,39169,39103,39169,39007"
13177,2024,9,4,"13315,13193,13307,13307"
54039,2023,2,4,"54089,54105,54089,54105"
49053,2020,7,1,32033
12069,2024,10,2,"12075,12049"
13087,2022,7,1,13037
19177,2021,5,4,"29197,29103,29103,29197"
21027,2024,4,1,21061
13303,2024,8,6,"13301,13301,13301,13175,13283,13175"
22025,2020,12,2,"22077,22077"
48457,2023,8,3,"48455,48407,48455"
48277,2023,5,2,"40005,40005"
21233,2020,7,3,"21143,21221,21143"
24023,2023,6,2,"54093,54093"
37131,2022,4,1,51595
17107,2020,7,4,"17017,17169,17017,17017"
48479,2023,9,2,"48047,48047"
55083,2020,5,2,"26019,26089"
54047,2025,3,3,"21195,21159,21195"
28127,2021,6,1,28147
18021,2024,2,2,"18045,17033"
27103,2021,9,12,"27165,27033,27127,27165,27023,27067,27085,27093,27127,27173,27019,27085"
17001,2020,11,1,29103
13139,2020,1,4,"13059,13281,13059,13281"
20173,2022,6,1,40053
48423,2023,10,1,48225
51133,2021,7,1,51131
28159,2021,9,1,01107
42007,2022,7,2,"54009,54009"
51059,2025,6,1,51685
22117,2021,10,5,"28045,28065,28077,28045,28077"
42027,2024,6,4,"42023,42023,42055,42057"
30033,2024,6,1,30109
41023,2024,7,9,"16087,41031,16087,53005,53005,53013,53071,41031,41065"
35025,2024,7,1,48109
30003,2021,5,2,"56029,56029"
01069,2022,6,2,"01039,13037"
48287,2024,4,3,"48395,48145,48395"
55085,2022,9,4,"55037,55078,55119,55119"
40007,2020,6,2,"20033,20033"
13271,2020,2,1,13283
47043,2022,4,2,"47005,47005"
28001,2020,4,2,"22077,22037"
22103,2022,2,5,"22057,22057,22093,28091,28091"
49045,2024,5,3,"16083,32015,16071"
48107,2022,8,1,48115
45035,2022,3,3,"45043,45089,45043"
39099,2022,9,1,39007
19131,2022,4,4,"19023,19197,19023,19023"
29159,2021,6,2,"29089,29089"
51061,2020,11,1,51685
48437,2020,5,1,48369
22063,2024,2,2,"28005,28005"
29129,2025,6,6,"19117,19007,19117,29061,29061,19007"
39131,2023,7,1,21161
37139,2025,6,2,"37187,37187"
18045,2025,5,2,"18023,18023"
46043,2020,7,1,31107
12095,2021,7,2,"12119,12119"
47143,2022,5,2,"47175,47175"
48405,2024,6,2,"48373,48455"
01119,2022,7,2,"01057,01075"
19161,2021,6,9,"19041,19141,19041,19141,19167,19193,19193,19193,19041"
26117,2023,7,6,"26155,26111,26145,26155,26111,26105"
30035,2020,6,2,"30077,30089"
30083,2023,6,2,"30091,30091"
47179,2022,5,2,"51520,37199"
31039,2022,4,4,"19193,31043,31051,31051"
08027,2021,8,3,"08053,08079,08105"
32013,2020,6,14,"16083,16083,32033,32001,32001,06049,06057,32001,32019,32029,41037,41037,16075,16087"
21011,2024,2,2,"21201,21201"
48085,2022,5,1,40095
29141,2021,1,1,29107
55061,2020,1,2,"26089,26089"
34025,2022,6,3,"34019,36005,36061"
36069,2025,6,3,"36037,36037,36073"
54033,2024,6,1,54093
48147,2025,6,1,48379
12085,2023,4,2,"12055,12055"
22049,2023,1,4,"22041,22083,22067,22083"
48187,2025,5,3,"48255,48285,48255"
37045,2025,6,2,"37011,45023"
17113,2020,1,1,17129
40145,2021,10,2,"40147,40147"
21043,2020,1,1,21159
28155,2021,6,1,28135
31027,2025,4,4,"31173,31167,31167,31173"
37055,2025,5,3,"37187,37143,37187"
21115,2020,5,2,"21063,21063"
19047,2021,12,6,"19021,19035,19021,19035,19035,31043"
51093,2021,6,2,"37073,37073"
46102,2024,9,1,31171
28065,2021,6,2,"28147,28147"
48025,2024,5,4,"48123,48123,48007,48007"
33003,2023,5,6,"33013,50009,33013,50005,50009,33013"
39051,2025,6,4,"39063,39173,39123,39173"
29091,2021,1,2,"05065,29179"
28131,2024,12,2,"28041,28041"
36119,2022,5,2,"36061,36061"
17167,2021,12,2,"17039,17039"
39001,2024,9,1,21201
05075,2021,2,4,"29069,29069,05065,05065"
17173,2020,1,3,"17079,17079,17121"
25001,2021,8,2,"44001,25019"
13199,2024,7,1,13053
05117,2023,6,4,"05107,05107,05123,05123"
16047,2020,5,2,"16067,16067"
55013,2020,4,1,27075
06007,2020,11,11,"06033,06113,06033,06045,06091,06061,06067,06113,06045,06061,06091"
13119,2023,8,2,"13157,13157"
47151,2025,5,9,"21125,21199,21235,21053,21199,47173,21235,47173,21053"
48307,2024,3,4,"48093,48333,48281,48333"
55009,2023,5,9,"55075,26105,55041,55075,55078,55135,55078,55097,55135"
19127,2025,5,1,19107
21093,2020,4,1,21005
21145,2021,4,4,"17181,47183,21143,21143"
30107,2022,9,2,"30015,30015"
29195,2023,8,7,"29175,29019,29019,29175,29101,29083,29101"
08035,2020,7,2,"08019,08047"
28109,2025,6,9,"22095,28113,28147,28111,28065,28065,28147,28039,28111"
22083,2023,12,2,"22107,22107"
19155,2023,8,3,"19133,19145,19145"
06057,2025,2,2,"32013,41037"
51183,2021,5,1,37073
20051,2024,7,1,20123
17135,2023,4,1,17035
42121,2025,6,4,"39007,42049,39099,42049"
28081,2024,6,3,"28139,28009,28139"
48089,2025,5,1,48057
30081,2024,9,2,"16035,16035"
26109,2024,7,5,"26089,55037,26083,26089,55037"
47035,2021,6,3,"47137,47159,47105"
48363,2020,3,2,"48425,48425"
08113,2020,6,2,"08053,08053"
05111,2025,2,1,05077
40061,2024,5,1,40005
13137,2021,10,9,"13119,13157,13013,13157,13119,13291,13291,13119,13147"
05139,2025,5,7,"05017,05025,05025,05039,05019,05039,05017"
01033,2022,11,1,28117
05039,2024,4,2,"05011,05011"
45065,2022,7,5,"13147,13195,13221,13317,13317"
51015,2022,7,3,"51540,51678,51660"
49025,2021,7,2,"04012,08033"
20087,2023,7,1,20209
46009,2020,6,4,"31003,31027,31139,31027"
29129,2022,5,3,"29115,29197,29115"
20201,2020,6,8,"31133,31097,31109,31131,31133,31151,31151,31151"
51105,2021,12,3,"51167,51167,51720"
54101,2023,7,1,54093
13071,2020,7,1,13081
20107,2025,6,2,"20133,20133"
48405,2021,5,1,48455
36031,2021,5,1,50015
42089,2022,7,3,"34019,42077,42077"
28083,2021,5,2,"28027,28027"
36049,2023,7,1,36033
28131,2023,4,6,"28031,28073,28041,28073,28091,28041"
42071,2025,6,2,"24029,24029"
19011,2023,9,2,"19107,19107"
17167,2020,4,2,"17169,17083"
55053,2024,6,1,55091
46053,2020,7,2,"31107,31107"
06105,2022,8,5,"06097,06049,06049,41029,41033"
48303,2020,3,2,"48369,48165"
51045,2024,5,3,"51580,51063,51063"
36027,2022,9,2,"36087,36087"
40133,2021,5,2,"40029,40029"
48187,2022,4,4,"48013,48149,48149,48013"
46023,2020,1,3,"31003,31027,31139"
39047,2024,6,1,39021
19045,2023,5,1,19115
20129,2021,3,1,08011
51171,2023,8,1,51660
51051,2025,5,4,"21071,21119,21159,21095"
05029,2021,5,1,05101
53041,2021,1,7,"53035,41027,53039,53005,53025,53037,53039"
22111,2022,7,2,"22083,22083"
01109,2024,8,1,13061
45085,2020,7,2,"45089,45089"
33003,2020,4,1,50017
16051,2020,5,4,"16029,16029,16059,16059"
40117,2024,6,2,"40083,40083"
21219,2022,1,1,47083
35015,2020,7,1,48141
20131,2025,4,2,"20043,20043"
48123,2021,10,1,48013
51121,2023,7,2,"51021,51021"
01121,2023,6,2,"13045,01007"
21207,2021,2,2,"47137,47137"
06063,2022,6,4,"06049,32031,06049,32031"
28121,2024,1,3,"28063,28077,28077"
37113,2020,1,2,"13281,13281"
06101,2021,12,7,"06021,06021,06033,32510,06013,06033,06055"
47099,2021,7,5,"01079,28141,47071,47039,47071"
39049,2021,4,4,"39083,39083,39021,39021"
28137,2020,1,1,28009
55039,2020,7,1,55055
45019,2020,2,2,"45089,45089"
05085,2025,6,5,"05041,05025,05053,05053,05067"
42101,2023,8,1,34011
08005,2021,7,2,"08019,08047"
13233,2022,11,2,"13295,13097"
48283,2025,5,5,"48255,48493,48507,48047,48507"
27045,2023,3,1,19195
13089,2024,8,1,13013
12105,2022,6,6,"12027,12027,12043,12027,12043,12051"
17045,2023,2,6,"17147,17033,17035,17035,17173,17147"
26091,2022,8,1,39173
37133,2020,9,1,37095
48347,2025,5,3,"48225,48455,48225"
36115,2020,8,1,50017
55071,2022,6,4,"26019,26127,26019,26127"
26025,2023,7,1,26093
51035,2021,8,2,"51021,51021"
28109,2022,5,3,"28065,28065,28077"
54055,2023,7,4,"51045,54059,54045,54059"
19121,2022,8,1,19185
48019,2024,2,1,48323
06107,2023,3,5,"06053,06069,06079,06053,06079"
39011,2020,6,1,18075
05063,2022,5,1,05037
38065,2023,8,2,"38083,38083"
01033,2024,4,3,"47071,28117,47071"
46095,2023,9,3,"46015,31103,31103"
26109,2021,6,2,"26089,26089"
55039,2023,8,4,"26105,55089,55089,55135"
30047,2024,8,4,"30053,16035,30039,30053"
12007,2024,2,1,12041
48027,2023,3,2,"48193,48193"
08077,2022,10,4,"49047,08065,49007,49047"
48329,2020,5,2,"48165,48165"
51087,2024,6,2,"51570,51670"
19111,2020,6,2,"17169,29103"
51105,2023,5,1,51720
25023,2021,7,1,44001
45061,2020,4,1,45089
26141,2021,9,9,"26135,26029,26047,26095,26029,26047,26095,26039,26135"
08071,2020,6,6,"08003,08021,08003,08109,08025,08025"
48273,2020,5,1,48247
05093,2022,5,6,"05037,05123,05037,47033,47053,47033"
26071,2022,4,3,"26083,26083,26083"
37169,2025,5,1,37005
19015,2020,7,1,19001
53013,2020,2,1,16009
38077,2023,7,4,"27011,38003,38003,27011"
30007,2020,8,5,"56029,30023,30077,30093,30077"
37117,2020,8,3,"37095,37079,37095"
13063,2023,2,12,"13135,13247,13067,13097,13135,13035,13217,13247,13035,13171,13199,13231"
26051,2022,9,6,"26069,26001,26069,26135,26079,26135"
47147,2022,1,2,"47083,47111"
38059,2021,6,1,38083
42071,2022,5,1,42077
17057,2020,5,3,"17017,17129,17017"
47071,2022,5,5,"28139,28057,47005,47017,47017"
45033,2020,5,2,"45089,45089"
08007,2024,7,12,"08003,08023,35055,08109,08111,08033,08111,08109,08003,08109,35055,35031"
06051,2024,8,3,"06031,06069,32029"
47185,2025,5,2,"47159,47159"
53069,2025,2,5,"53059,53053,53059,53067,53077"
47113,2020,4,1,28009
37043,2023,1,3,"13311,13187,13311"
13233,2021,3,1,13227
42123,2023,8,2,"39007,39007"
40089,2025,4,1,05109
31121,2020,8,5,"31077,31011,31077,31011,31167"
17029,2021,5,3,"17079,17079,18165"
13287,2024,9,2,"13271,13271"
31069,2021,8,2,"31117,31117"
21001,2022,1,1,47027
48031,2024,5,1,48281
19025,2025,6,2,"19047,19047"
48123,2023,3,2,"48391,48391"
51175,2022,6,3,"37185,51595,51740"
05061,2025,5,2,"05019,05019"
01075,2023,7,1,28105
13003,2025,2,1,13271
29047,2025,6,3,"29025,29063,29025"
39147,2022,8,1,39005
48297,2024,2,7,"48391,48047,48247,48047,48123,48007,48391"
51141,2025,5,1,37005
48063,2020,5,1,48119
37197,2025,6,2,"37005,37005"
16067,2022,9,2,"16025,16025"
48411,2022,5,4,"48093,48327,48327,48093"
22081,2024,4,2,"22127,22127"
40123,2022,6,1,40095
19033,2020,6,2,"19079,19079"
48207,2022,10,1,48487
13111,2020,2,1,13281
13215,2022,8,2,"13259,13259"
19189,2022,8,3,"19197,19197,19197"
31069,2024,9,2,"31117,31117"
18099,2024,7,1,18181
48355,2025,5,3,"48057,48047,48047"
51119,2021,7,1,51735
17193,2020,5,1,17121
26009,2022,5,10,"26031,26153,26119,26135,26019,26019,26153,26031,26119,26135"
47065,2022,8,3,"47051,47061,47061"
47089,2025,6,3,"47067,47173,47173"
48091,2025,5,2,"48493,48493"
20087,2020,4,1,20043
05135,2023,7,3,"05055,05021,05055"
05079,2024,3,4,"05107,05011,05107,05011"
35057,2020,9,5,"35006,35028,35039,35006,35006"
32007,2024,9,2,"16027,16047"
47163,2025,2,4,"37011,47067,37011,47067"
08001,2024,6,2,"08019,08047"
17007,2020,6,2,"55055,55055"
17185,2020,2,1,17079
38079,2021,7,1,38083
51137,2025,5,1,51630
26031,2024,7,1,26089
47135,2022,3,4,"47017,47083,47017,47083"
30085,2024,6,2,"30109,30109"
47125,2022,5,2,"47005,47005"
13017,2023,7,2,"13309,13235"
31043,2020,6,5,"19133,31027,19133,31021,31039"
17161,2022,6,3,"17071,19087,19183"
54039,2023,6,9,"54045,54109,54089,54105,54045,54059,54089,54109,54105"
13043,2024,3,6,"13029,13163,13175,13283,13029,13283"
48193,2022,4,3,"48217,48425,48425"
13095,2022,7,1,13307
20065,2024,7,1,20141
12005,2022,6,1,01039
19031,2022,11,2,"19115,19115"
45037,2024,1,2,"13163,45011"
54099,2021,3,2,"21115,21115"
47189,2021,10,1,47087
48079,2020,5,5,"48165,48369,48369,48165,48165"
42069,2022,5,3,"42025,42025,42095"
22047,2020,2,4,"22093,22093,22037,22037"
32001,2024,7,2,"32029,32029"
26103,2022,5,3,"26095,26153,26153"
24031,2020,8,3,"51610,51600,51610"
46017,2022,7,2,"46005,46005"
32023,2023,5,8,"32019,49001,49021,49027,32019,49023,49027,49045"
16055,2022,3,2,"16021,30061"
06113,2021,10,5,"06021,06021,06045,06013,06013"
17197,2024,6,2,"18111,18111"
55083,2020,9,1,26089
18103,2020,7,3,"18131,18131,18009"
49057,2020,7,3,"16041,16041,32033"
17185,2023,3,3,"17033,17033,17033"
08041,2020,5,3,"08109,08025,08025"
13139,2020,5,4,"13059,13281,13059,13281"
47165,2024,7,1,21219
13023,2023,4,18,"13271,13309,13315,13021,13079,13193,13225,13107,13167,13283,13309,13315,13021,13169,13009,13167,13169,13303"
17119,2024,4,2,"17013,17013"
42007,2022,11,1,39151
48293,2025,6,2,"48225,48051"
18015,2023,5,4,"18103,18131,18103,18131"
22107,2022,7,5,"22125,22083,22083,28037,28037"
47149,2022,9,4,"47127,47051,47061,47127"
51700,2020,12,2,"51735,51735"
48209,2025,5,1,48493
53069,2022,1,7,"53059,53027,53053,53059,53067,53077,53027"
20151,2023,7,1,40003
38091,2024,6,5,"38093,38099,38031,38093,38099"
51740,2023,12,1,51735
47081,2022,10,3,"47005,47005,47039"
31119,2022,10,5,"31125,31023,31125,31051,31173"
29161,2022,11,1,29221
29179,2025,5,1,29017
06071,2022,11,4,"04027,06025,06079,06025"
45035,2022,7,1,45089
16083,2025,5,5,"16027,32013,32013,32015,32033"
05001,2023,4,5,"28011,05123,28011,28027,28143"
49015,2022,7,2,"49047,49047"
53071,2020,2,1,53023
28067,2020,8,1,28109
08049,2024,5,2,"08065,08065"
41009,2021,1,1,41027
18183,2025,6,1,18103
53011,2022,11,10,"41007,41057,53069,41027,53041,53069,41027,53039,53041,53077"
22017,2022,5,1,05081
18015,2021,12,2,"18159,18159"
19091,2022,5,8,"19021,19041,19059,19021,19025,19041,19025,19073"
39035,2022,4,2,"39005,39005"
29121,2021,7,3,"29197,29089,29089"
38075,2024,8,1,38083
01125,2023,8,1,28087
31039,2022,8,4,"19193,31043,31051,31051"
28027,2025,5,8,"05041,05077,05017,05041,28083,28043,28083,05077"
48037,2020,5,1,48119
55061,2020,5,2,"26089,26089"
49007,2024,8,2,"49009,49009"
47047,2021,4,2,"05035,05035"
48205,2023,8,3,"35041,35047,35007"
13079,2021,1,7,"13023,13249,13171,13249,13263,13171,13263"
26059,2025,6,2,"39095,39095"
20015,2023,7,1,40053
42067,2022,6,1,42093
40091,2023,9,1,40005
55135,2020,4,1,55078
17125,2025,4,2,"17009,17009"
28057,2025,2,1,28139
19127,2022,8,1,19197
06053,2020,8,2,"06051,06083"
21209,2024,2,2,"21023,21201"
22029,2020,1,2,"22037,22037"
18039,2025,6,1,18131
21211,2020,4,2,"21223,21223"
16073,2022,5,8,"16045,16045,16025,16037,16053,32027,32031,16087"
47185,2022,2,1,47087
55073,2025,5,1,55041
36119,2022,9,4,"36061,36061,36071,36071"
06113,2023,3,6,"06097,06097,06013,06013,06041,06097"
17173,2020,5,3,"17079,17079,17121"
49041,2020,7,6,"32017,49021,49007,32017,32033,49007"
