stcofips,year,month,tier,event_type,auc,auc_variance,pre_trend_annual,event_count,total_damage,log_damage,total_duration_days,episode_count,resl_score,resl_value,risk_value,eal_valt,sovi_score,nri_vintage
01003,2023,4,bottom,"Flash Flood,Hail,Thunderstorm Wind",1.6629974604683895,1.3517829469945601,3.996268701466969,11,0.0,0.0,0.1763888888888889,3,86.32856461878445,2.7420073925808475,211924686.80761164,203087118.9462492,31.430394682201705,2023
01003,2023,4,mid,"Flash Flood,Hail,Thunderstorm Wind",18.35774855029139,1.4321689629201402,-0.3578212113360261,11,0.0,0.0,0.1763888888888889,3,86.32856461878445,2.7420073925808475,211924686.80761164,203087118.9462492,31.430394682201705,2023
01003,2023,4,top,"Flash Flood,Hail,Thunderstorm Wind",9.430128345440934,0.4170491431042125,-4.31288634913786,11,0.0,0.0,0.1763888888888889,3,86.32856461878445,2.7420073925808475,211924686.80761164,203087118.9462492,31.430394682201705,2023
01011,2025,5,bottom,Tornado,-16.17396847243495,3.216987483284819,-4.540557057046745,2,0.0,0.0,0.015277777777777777,1,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023
01011,2025,5,mid,Tornado,16.13720621784877,1.2687542239140674,3.621717197013652,2,0.0,0.0,0.015277777777777777,1,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023
01011,2025,5,top,Tornado,-1.230168293842695,0.5652709002479832,7.49785595569053,2,0.0,0.0,0.015277777777777777,1,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023
01023,2024,5,bottom,Thunderstorm Wind,-34.39971931366189,3.601087745920062,4.801697349579531,1,0.0,0.0,0.001388888888888889,1,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023
01023,2024,5,mid,Thunderstorm Wind,4.5808772408000635,0.5147853720906531,1.8433104049508795,1,0.0,0.0,0.001388888888888889,1,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023
01023,2024,5,top,Thunderstorm Wind,14.241961148648755,1.4718840182612891,-0.7365783769030637,1,0.0,0.0,0.001388888888888889,1,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023
01025,2023,4,bottom,Thunderstorm Wind,-5.185970718926697,2.0560465789762277,-2.8769864977314796,1,0.0,0.0,0.001388888888888889,1,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01025,2023,4,mid,Thunderstorm Wind,-6.966264629812002,1.3497605986386776,-1.2997604359686648,1,0.0,0.0,0.001388888888888889,1,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01025,2023,4,top,Thunderstorm Wind,-20.57261771398487,1.5886154585641905,-2.4226915243207636,1,0.0,0.0,0.001388888888888889,1,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01025,2025,5,bottom,Thunderstorm Wind,9.09368723999009,0.5564940562460085,-10.70828037309451,11,0.0,0.0,0.006944444444444444,2,32.94719568505965,2.4420338493597487,17262615.376494817,12420749.72409537,76.52984122004439,2023
01025,2025,5,mid,Thunderstorm Wind,-7.748913667413973,0.8053892838409699,-2.6041978494117566,11,0.0,0.0,0.006944444444444444,2,32.94719568505965,2.4420338493597487,17262615.376494817,12420749.72409537,76.52984122004439,2023
01025,2025,5,top,Thunderstorm Wind,0.5629282650126726,0.4556999329247597,-2.4011163481009326,11,0.0,0.0,0.006944444444444444,2,32.94719568505965,2.4420338493597487,17262615.376494817,12420749.72409537,76.52984122004439,2023
01027,2022,5,bottom,Hail,-2.535113128137027,1.4319013984357052,11.54384438670894,2,0.0,0.0,0.001388888888888889,1,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021
01027,2022,5,mid,Hail,-9.272165740963572,1.2658172128584846,12.576636462396058,2,0.0,0.0,0.001388888888888889,1,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021
01027,2022,5,top,Hail,-7.744971230262536,1.3916529736360217,5.903376423702487,2,0.0,0.0,0.001388888888888889,1,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021
01029,2022,6,bottom,Hail,-17.484384527407244,1.61000593317153,-5.699866136706798,1,0.0,0.0,0.0006944444444444445,1,31.450988533208843,2.470680473849678,2547885.463602669,2286855.3403406795,37.564390704628984,2021
01029,2022,6,mid,Hail,-27.846164850917503,1.8805277694707268,-0.7876292715434943,1,0.0,0.0,0.0006944444444444445,1,31.450988533208843,2.470680473849678,2547885.463602669,2286855.3403406795,37.564390704628984,2021
01029,2022,6,top,Hail,-25.991024102554334,2.4406818732294044,-4.317311202511064,1,0.0,0.0,0.0006944444444444445,1,31.450988533208843,2.470680473849678,2547885.463602669,2286855.3403406795,37.564390704628984,2021
01029,2023,8,bottom,Thunderstorm Wind,2.834849347448113,0.98228548827653,0.09767913819327607,5,0.0,0.0,0.005555555555555556,2,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01029,2023,8,mid,Thunderstorm Wind,4.7118896710869365,0.616300934384857,-1.390190323991817,5,0.0,0.0,0.005555555555555556,2,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01029,2023,8,top,Thunderstorm Wind,-15.66149246821358,1.228958057599811,3.7039053543195073,5,0.0,0.0,0.005555555555555556,2,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01047,2023,6,bottom,"Hail,Thunderstorm Wind",-37.124785392353246,1.709063183373709,8.002457091387063,6,0.0,0.0,0.004166666666666667,2,44.736362804066054,2.56469773434466,9921767.636779554,6970077.698021299,91.9604669907493,2023
01047,2023,6,mid,"Hail,Thunderstorm Wind",-40.6924271998722,1.5857135579985213,6.447223361367018,6,0.0,0.0,0.004166666666666667,2,44.736362804066054,2.56469773434466,9921767.636779554,6970077.698021299,91.9604669907493,2023
01047,2023,6,top,"Hail,Thunderstorm Wind",-18.75258324428536,0.7871548151707275,5.144215571483983,6,0.0,0.0,0.004166666666666667,2,44.736362804066054,2.56469773434466,9921767.636779554,6970077.698021299,91.9604669907493,2023
01049,2023,7,bottom,"Hail,Thunderstorm Wind",-58.2284796804113,2.7072522535445893,3.6590475197485453,17,23000.0,10.043292972227004,0.0,4,17.624752000556786,2.4492726775441303,15730156.410779366,11646761.285702974,73.9684186366933,2023
01049,2023,7,mid,"Hail,Thunderstorm Wind",-35.54291203439476,1.6607764483325498,0.5819719627689324,17,23000.0,10.043292972227004,0.0,4,17.624752000556786,2.4492726775441303,15730156.410779366,11646761.285702974,73.9684186366933,2023
01049,2023,7,top,"Hail,Thunderstorm Wind",-31.114459284057006,1.648270551002286,0.7984122470982697,17,23000.0,10.043292972227004,0.0,4,17.624752000556786,2.4492726775441303,15730156.410779366,11646761.285702974,73.9684186366933,2023
01053,2023,4,bottom,Thunderstorm Wind,0.035002458684772364,0.8940894858051763,1.040628933876879,1,0.0,0.0,0.001388888888888889,1,20.769900680001953,2.4744954822369793,52564984.01385785,37394217.34410666,87.15923379041666,2023
01053,2023,4,mid,Thunderstorm Wind,16.593261042511443,1.6838230443886941,-0.3050679760453363,1,0.0,0.0,0.001388888888888889,1,20.769900680001953,2.4744954822369793,52564984.01385785,37394217.34410666,87.15923379041666,2023
01053,2023,4,top,Thunderstorm Wind,22.0805059057528,1.2080864590325662,-3.9811969473752242,1,0.0,0.0,0.001388888888888889,1,20.769900680001953,2.4744954822369793,52564984.01385785,37394217.34410666,87.15923379041666,2023
01057,2022,2,bottom,"Flash Flood,Tornado",3.3025027583716877,0.9212101554446585,-14.19002056248589,16,0.0,0.0,1.7555555555555555,2,46.21886254291535,2.549022767415047,2206787.9013170647,1637757.8171328034,46.012508622388644,2021
01057,2022,2,mid,"Flash Flood,Tornado",8.464946097809204,1.431593300149985,-4.148271352876368,16,0.0,0.0,1.7555555555555555,2,46.21886254291535,2.549022767415047,2206787.9013170647,1637757.8171328034,46.012508622388644,2021
01057,2022,2,top,"Flash Flood,Tornado",1.2445455992748151,0.8793616714244165,3.997397273374171,16,0.0,0.0,1.7555555555555555,2,46.21886254291535,2.549022767415047,2206787.9013170647,1637757.8171328034,46.012508622388644,2021
01063,2025,5,bottom,"Hail,Thunderstorm Wind",2.253245541099929,1.2006134974388338,3.2536319359398553,2,0.0,0.0,0.002777777777777778,1,17.933223845514004,2.380297654041201,8383043.147784025,4744655.6729050595,97.48844339981594,2023
01063,2025,5,mid,"Hail,Thunderstorm Wind",8.45551940844608,0.5470408946978389,4.04823631393657,2,0.0,0.0,0.002777777777777778,1,17.933223845514004,2.380297654041201,8383043.147784025,4744655.6729050595,97.48844339981594,2023
01063,2025,5,top,"Hail,Thunderstorm Wind",-3.416468688222821,0.9799583145535934,1.3428811264819653,2,0.0,0.0,0.002777777777777778,1,17.933223845514004,2.380297654041201,8383043.147784025,4744655.6729050595,97.48844339981594,2023
