stcofips,year,month,tier,event_type,auc,auc_variance,pre_trend_annual,event_count,total_damage,log_damage,total_duration_days,resl_score,resl_value,risk_value,eal_valt,sovi_score,nri_vintage
01011,2024,8,bottom,Thunderstorm Wind,14.17177825351844,1.4368402927108956,-4.116885561442264,1,0.0,0.0,0.005555555555555556,25.790981349493563,2.44198201127835,6450244.607127786,4009404.780696545,90.5443974429072,2023
01011,2024,8,mid,Thunderstorm Wind,-18.102217442740113,0.6672693813823897,-3.1583338723252203,1,0.0,0.0,0.005555555555555556,25.790981349493563,2.44198201127835,6450244.607127786,4009404.780696545,90.5443974429072,2023
01011,2024,8,top,Thunderstorm Wind,-19.36380361138943,0.9733474218322349,-0.046155348542621745,1,0.0,0.0,0.005555555555555556,25.790981349493563,2.44198201127835,6450244.607127786,4009404.780696545,90.5443974429072,2023
01011,2025,5,bottom,Tornado,3.0880827022188697,0.694464223017136,-6.777454865811298,2,0.0,0.0,0.015277777777777777,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023
01011,2025,5,mid,Tornado,9.64104992537925,1.4213285888256992,-0.5487515153973845,2,0.0,0.0,0.015277777777777777,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023
01011,2025,5,top,Tornado,-1.7824539110468294,0.5585552167673661,4.296372084694103,2,0.0,0.0,0.015277777777777777,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023
01023,2024,5,bottom,Thunderstorm Wind,-10.720453586363163,2.250662422757096,9.524921069989494,1,0.0,0.0,0.001388888888888889,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023
01023,2024,5,mid,Thunderstorm Wind,0.0647681346781468,0.34686659553503085,3.9620085572866564,1,0.0,0.0,0.001388888888888889,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023
01023,2024,5,top,Thunderstorm Wind,0.27078482002491455,0.09364607869905281,0.28718104600764605,1,0.0,0.0,0.001388888888888889,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023
01025,2023,4,bottom,Thunderstorm Wind,-0.7685664112189841,1.6013194207516273,-4.469859920393158,1,0.0,0.0,0.001388888888888889,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01025,2023,4,mid,Thunderstorm Wind,-4.9019861039056565,1.5117331876836493,-2.1200591889497624,1,0.0,0.0,0.001388888888888889,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01025,2023,4,top,Thunderstorm Wind,-11.487705437315896,1.6310813846061751,-2.33211477250506,1,0.0,0.0,0.001388888888888889,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01027,2022,5,bottom,Hail,-1.5666188001529235,1.2352241777006499,13.920045989355401,2,0.0,0.0,0.001388888888888889,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021
01027,2022,5,mid,Hail,-2.8298161997602733,1.0487331086782559,13.019051495473098,2,0.0,0.0,0.001388888888888889,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021
01027,2022,5,top,Hail,-0.21781230176650013,0.8071273133198199,7.26233573517348,2,0.0,0.0,0.001388888888888889,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021
01029,2022,6,bottom,Hail,-12.128168235242768,1.9856955123258964,1.4880977528158705,1,0.0,0.0,0.0006944444444444445,31.450988533208843,2.470680473849678,2547885.463602669,2286855.3403406795,37.564390704628984,2021
01029,2022,6,mid,Hail,-14.539022789361383,1.9862309208843993,3.379270293175414,1,0.0,0.0,0.0006944444444444445,31.450988533208843,2.470680473849678,2547885.463602669,2286855.3403406795,37.564390704628984,2021
01029,2022,6,top,Hail,-9.654473191846435,1.855495812989951,-0.9469597514093143,1,0.0,0.0,0.0006944444444444445,31.450988533208843,2.470680473849678,2547885.463602669,2286855.3403406795,37.564390704628984,2021
01029,2023,8,bottom,Thunderstorm Wind,-0.9512384151464488,0.28662231872977756,0.327535906558263,5,0.0,0.0,0.005555555555555556,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01029,2023,8,mid,Thunderstorm Wind,1.7865737613239503,0.2193707772658806,-0.020913265977019552,5,0.0,0.0,0.005555555555555556,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01029,2023,8,top,Thunderstorm Wind,-7.177356527439045,0.9763510923740556,4.996105174866557,5,0.0,0.0,0.005555555555555556,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01035,2024,5,bottom,"Thunderstorm Wind,Tornado",35.0519536171178,2.497725677102914,-1.1167286321722922,4,0.0,0.0,0.013888888888888888,16.8350019716005,2.415249916404371,7840973.796119746,5165381.832753408,77.43312899939394,2023
01035,2024,5,mid,"Thunderstorm Wind,Tornado",18.448438185827698,1.5875123010470098,-1.429921060443083,4,0.0,0.0,0.013888888888888888,16.8350019716005,2.415249916404371,7840973.796119746,5165381.832753408,77.43312899939394,2023
01035,2024,5,top,"Thunderstorm Wind,Tornado",6.22211684155981,0.42288588940989164,-2.378037199862343,4,0.0,0.0,0.013888888888888888,16.8350019716005,2.415249916404371,7840973.796119746,5165381.832753408,77.43312899939394,2023
01035,2024,12,bottom,Tornado,-3.316382820676722,0.8967631791576612,6.7570938101639415,8,0.0,0.0,0.034722222222222224,17.042502919253778,2.3954888768343396,8834311.161878055,5560057.7064660955,83.2746934990909,2023
01035,2024,12,mid,Tornado,1.4607154410898602,0.9244352281235554,4.8207124642747585,8,0.0,0.0,0.034722222222222224,17.042502919253778,2.3954888768343396,8834311.161878055,5560057.7064660955,83.2746934990909,2023
