target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips
39111,2021,6,27,"39055,39083,39115,51685,21173,51021,51720,51735,51820,21091,39099,21097,21115,21201,39143,18159,51540,21163,51690,51520,51580,51131,39103,39085,21143,18093,18101"
18127,2021,10,10,"18109,51775,51720,51735,18065,18159,51540,51520,39005,21223"
36113,2020,5,4,"50017,23023,44001,23029"
38099,2021,7,58,"27067,46035,46005,27115,19167,19193,19141,46023,29197,27153,27029,19035,27063,46009,27073,38083,19041,46097,27133,27101,27159,27165,29103,27163,27041,19143,46079,46111,17023,27081,17079,31117,17027,29073,17175,27009,27127,31043,27149,27025,31015,19021,46135,31051,27083,46067,46011,27033,19059,46077,27023,19093,27019,29089,46087,46027,27135,29107"
31127,2022,4,77,"19027,46015,27117,46035,31103,46005,19167,19193,19023,19183,46073,19141,29185,19185,46023,29197,46099,19035,20013,27063,46009,46125,19119,29115,19041,46097,27133,17063,27101,20089,27105,46101,29103,19143,46079,19025,31091,46111,20123,29135,27081,46083,17079,17129,19115,31061,29051,29073,17071,19073,46127,31043,31147,17039,19149,19021,19087,46135,31051,29093,29151,19197,17133,27083,19101,46067,27033,27103,19059,46077,20207,19093,46087,17013,29033,46027,29041"
01003,2022,7,64,"13147,47083,13149,47053,28137,47051,47017,12051,47005,28073,12029,47087,01013,13125,12027,13157,28065,13053,47127,47069,28091,01075,37055,13309,28037,01035,13037,47033,01133,01107,13195,37003,13317,47027,28057,13159,13013,01131,13291,13137,47097,13307,13259,13011,28013,37137,47039,13247,37185,47109,28063,28139,13301,13281,13221,13319,01057,28077,28027,13133,37141,47075,28141,45089"
31053,2022,7,64,"19027,46015,27117,27155,46035,31103,46005,19167,19193,19183,46073,19141,19185,46023,29197,29117,46099,19035,20013,27063,46009,46125,19119,19041,46097,27133,27101,27105,46101,19143,46079,19025,31091,46111,29135,27081,46083,19115,17071,19073,46127,31043,31147,19149,19021,19087,46135,31051,17069,29151,19197,27083,19101,46067,27033,27103,19059,46077,19093,46087,17013,29033,46027,29177"
54007,2020,7,20,"18131,51600,51610,51685,21055,51720,18075,51735,21027,21005,51195,21159,51840,18135,21221,51520,18009,21143,21063,21223"
13117,2022,6,69,"13147,47083,13149,47053,28137,47051,47017,12051,47005,28073,45043,47087,01013,13125,12027,13157,28065,13053,13249,47069,28091,12043,01075,28039,13059,13111,13309,28037,01035,13037,01039,47033,01133,01107,13195,13317,47027,28057,13159,13013,01131,13291,13137,47175,47097,13307,13259,13011,13219,28013,47039,13247,37185,47109,28063,28139,13301,13281,13221,13319,01057,28077,28027,45033,13133,37141,47075,28141,45089"
20139,2021,12,56,"27117,46035,31103,46005,19167,19193,19183,19141,29185,19185,46023,29197,46099,19035,27063,46009,46125,19119,19041,46097,27133,27101,27105,46101,29103,19143,46079,31091,46111,20123,29135,19095,27081,46083,17079,29051,29073,17071,31043,31147,17039,19021,46135,31051,29151,17133,27083,46067,27033,19059,46077,19093,46087,17013,46027,29041"
37135,2020,8,23,"37095,37079,37043,13081,28005,37121,12027,37173,13309,28109,37199,13267,12055,13283,37113,37075,13235,13301,13281,28009,13161,28027,13043"
01047,2024,8,37,"12017,12115,13061,13125,12027,12125,13053,13249,47069,13271,47137,28147,37005,13315,28111,28037,13143,13225,13163,13101,13175,13013,12041,13307,13283,13219,13087,28063,37011,28139,13193,13301,12119,13281,12049,28077,45033"
37127,2024,5,54,"12017,12115,13061,13125,12027,13053,13271,47137,37005,37177,13315,28111,47121,28037,13143,13279,13225,13163,47101,13175,13195,13317,47177,45011,47023,13013,12041,13307,28117,12055,45049,13283,13117,47117,13047,13087,28063,37011,47135,28139,13193,13301,13281,28135,28107,28009,12049,28077,28027,45033,47075,13029,47071,45005"
51153,2022,12,52,"39151,39133,21069,54089,54093,39155,18131,51830,39055,39083,39115,51685,51021,18103,39077,39075,51720,54105,39093,51735,51595,39153,39143,39095,39043,39169,51620,39101,51045,39139,39117,39007,51750,51520,39033,39175,51119,39035,18009,51131,51660,39005,39103,51036,42093,21063,39123,42039,18181,39173,39147,51530"
28071,2020,6,13,"13017,37121,12027,13059,13005,37199,13003,12055,13283,13281,28009,12049,45089"
17121,2021,7,58,"27067,46035,46005,27115,19167,19193,19141,46023,29197,27153,27029,19035,27063,46009,27073,38083,19041,46097,27133,27101,27159,27165,29103,27163,27041,19143,46079,46111,17023,27081,17079,31117,17027,29073,17175,27009,27127,31043,27149,27025,31015,19021,46135,31051,27083,46067,46011,27033,19059,46077,27023,19093,27019,29089,46087,46027,27135,29107"
12087,2022,5,64,"13147,47083,13149,47053,28137,47051,28045,47017,12051,47005,45043,47087,13125,12027,13157,28065,13053,13249,28091,12043,13059,13111,13309,28037,13037,01039,47033,37199,01107,13195,13317,47027,28057,13159,13013,01131,47111,13291,13137,47175,47097,13307,13259,13011,13219,28013,47039,37099,13247,37185,47109,28063,28139,13301,13281,13221,13319,28077,28027,45033,13133,37141,28141,45089"
40143,2021,9,39,"48457,48035,05133,48449,40133,48247,48217,48143,22101,22007,40147,48373,05037,22125,05077,22097,22081,48081,22037,22121,22045,22047,40099,48273,22021,22003,40095,22027,22093,48461,48333,40003,05123,48093,22057,48483,48435,22067,48013"
47011,2023,7,103,"13097,28097,01023,12081,13035,28019,13151,13055,28073,13269,28103,13009,01013,13125,12027,13157,28065,13053,13021,13271,28079,13141,13207,37177,13315,13167,28035,28111,13309,01035,28125,13079,28087,13083,47061,28015,13045,28099,13279,47033,13225,47045,13261,13163,13175,13195,13121,13317,28105,28101,28069,47023,13159,13013,37091,01131,13169,13291,13171,13123,13307,28117,12055,13311,28053,13209,13259,13011,13283,28143,47095,13047,28031,13313,13303,28063,13213,13293,47135,13063,13193,13265,13235,13301,28161,28083,13281,28041,28075,28135,13211,28107,13319,01007,12049,28077,28027,13187,13133,47075,28011,13107,13199"
37141,2020,4,12,"13017,37121,12027,47069,13059,37199,12055,13283,13281,28009,12049,45089"
17165,2023,2,85,"19079,46015,38081,27117,46035,27161,31103,46005,29069,27013,19167,46073,19141,19145,27173,17051,31003,46023,27153,46099,31139,29155,19035,31159,27095,46045,27063,46125,19119,29123,38083,46097,27133,38019,17159,27159,27105,46101,27011,19129,17173,27041,38003,19143,46079,20209,31091,46111,29135,19189,17023,27081,46083,19133,38095,38027,19115,27151,19165,17035,17175,27009,46127,31043,31147,38063,31015,19149,19021,46135,17033,17069,17147,31173,19195,46067,46011,38029,19059,29221,19093,46087,46027,29186,29003"
47103,2024,6,57,"12017,12115,13061,13125,12027,13065,13053,13271,47137,13295,28147,37005,37177,13315,28111,47121,28037,13143,13279,13225,13163,47101,13175,13195,13317,47177,45011,47023,13013,12041,13307,28117,12055,45049,13283,13219,13117,47117,13047,13087,28063,37011,47135,28139,13193,13301,13281,28135,28107,28009,12049,28077,28027,45033,47075,47071,45005"
01123,2025,2,61,"01023,28019,13091,13061,12093,13125,28065,13053,47069,13271,47137,37143,28023,13109,28147,37005,12067,28039,13315,28043,28111,45023,13309,47067,13093,12075,13163,12015,13175,28069,47159,01131,28051,12041,13307,37187,13209,13259,13283,13219,37113,12105,37011,13237,28139,13193,13235,13301,12007,28083,13281,28041,13221,13319,47173,12049,28129,28061,13023,37141,13197"
54099,2025,3,91,"39151,21147,21025,39133,21069,21231,21039,18131,51830,39055,39083,51610,21071,21049,18025,51685,21197,39171,21053,42049,21173,18103,39077,39075,21033,21205,39093,21129,21017,21103,42023,39099,21097,21201,21109,39153,21095,21159,21193,39143,39095,21139,18143,21235,54073,21239,21131,39043,21065,18023,39169,21051,51678,18129,21189,21153,21175,39101,21199,18123,21237,39063,21225,39117,39007,21011,21125,39033,21165,51580,21195,21181,39005,39103,39085,21203,21013,24035,51670,42093,51630,21063,39123,21223,42039,24029,21149,39173,39147,51530,21119"
51570,2022,6,28,"18109,42077,18157,42095,51600,51610,51167,42087,51775,54049,18171,51720,51735,51595,42043,18159,51540,51678,21189,54009,42025,51520,51660,39005,42093,18119,51740,18021"
48367,2021,3,26,"05065,48163,48247,48459,48287,22007,48455,48119,22125,40033,22077,22121,22047,05101,05035,48379,40103,22027,22093,48461,40003,48199,05123,48507,48483,40029"
36067,2020,5,4,"50017,23023,44001,23029"
28011,2020,4,12,"13017,37121,12027,47069,13059,37199,12055,13283,13281,28009,12049,45089"
01049,2024,8,37,"12017,12115,13061,13125,12027,12125,13053,13249,47069,13271,47137,28147,37005,13315,28111,28037,13143,13225,13163,13101,13175,13013,12041,13307,13283,13219,13087,28063,37011,28139,13193,13301,12119,13281,12049,28077,45033"
08089,2020,8,37,"08021,16029,49021,16075,08003,16009,16083,16045,30023,16041,16079,16021,30043,08119,08105,16065,16035,49007,30101,08065,16087,30039,08109,30089,30077,30061,30093,16067,08053,08025,49033,16025,16061,08019,16059,49029,08047"
40035,2021,1,25,"05065,48163,48247,48459,48287,22007,48455,48315,48119,22125,40033,22077,22121,22047,05035,48379,40103,22027,22093,48461,40003,48199,05123,48507,40029"
22031,2022,5,55,"40093,48057,48015,40053,48291,48267,48241,40133,48247,48275,22083,48217,48115,22101,40075,22007,48177,48373,40043,22091,48149,05081,05037,48321,22125,48377,48431,48071,48425,05077,48489,48081,22037,48327,48077,22121,22047,48127,48197,40095,48155,22093,48471,48333,40003,05123,48239,48093,22057,48185,48433,22025,48435,22067,48013"
29109,2021,10,69,"27067,27117,46035,46005,19167,19193,19141,27173,27141,46023,29197,27153,27029,27171,46099,19035,27063,46009,46125,27073,19119,27003,19041,46097,27085,27093,27133,27101,27105,27165,46101,29103,19137,27163,27041,19143,46079,46111,27081,46083,17079,31117,29051,29073,17071,27009,27127,31043,29199,17039,27149,27025,19021,46135,31051,29151,17133,27121,27083,46067,46011,27033,19059,46077,27023,19093,27019,46087,46027"
45037,2023,7,103,"13097,28097,01023,12081,13035,28019,13151,13055,28073,13269,28103,13009,01013,13125,12027,13157,28065,13053,13021,13271,28079,13141,13207,37177,13315,13167,28035,28111,13309,01035,28125,13079,28087,13083,47061,28015,13045,28099,13279,47033,13225,47045,13261,13163,13175,13195,13121,13317,28105,28101,28069,47023,13159,13013,37091,01131,13169,13291,13171,13123,13307,28117,12055,13311,28053,13209,13259,13011,13283,28143,47095,13047,28031,13313,13303,28063,13213,13293,47135,13063,13193,13265,13235,13301,28161,28083,13281,28041,28075,28135,13211,28107,13319,01007,12049,28077,28027,13187,13133,47075,28011,13107,13199"
20031,2021,10,69,"27067,27117,46035,46005,19167,19193,19141,27173,27141,46023,29197,27153,27029,27171,46099,19035,27063,46009,46125,27073,19119,27003,19041,46097,27085,27093,27133,27101,27105,27165,46101,29103,19137,27163,27041,19143,46079,46111,27081,46083,17079,31117,29051,29073,17071,27009,27127,31043,29199,17039,27149,27025,19021,46135,31051,29151,17133,27121,27083,46067,46011,27033,19059,46077,27023,19093,27019,46087,46027"
12001,2022,6,69,"13147,47083,13149,47053,28137,47051,47017,12051,47005,28073,45043,47087,01013,13125,12027,13157,28065,13053,13249,47069,28091,12043,01075,28039,13059,13111,13309,28037,01035,13037,01039,47033,01133,01107,13195,13317,47027,28057,13159,13013,01131,13291,13137,47175,47097,13307,13259,13011,13219,28013,47039,13247,37185,47109,28063,28139,13301,13281,13221,13319,01057,28077,28027,45033,13133,37141,47075,28141,45089"
21187,2022,6,28,"18109,42077,18157,42095,51600,51610,51167,42087,51775,54049,18171,51720,51735,51595,42043,18159,51540,51678,21189,54009,42025,51520,51660,39005,42093,18119,51740,18021"
01123,2020,8,23,"37095,37079,37043,13081,28005,37121,12027,37173,13309,28109,37199,13267,12055,13283,37113,37075,13235,13301,13281,28009,13161,28027,13043"
28019,2021,5,44,"28113,37043,28045,28005,47105,13269,37121,12027,13053,13021,47137,13141,28147,13031,13309,13037,37179,13231,37007,47183,13279,37199,13317,37087,45011,47171,12055,13209,13259,13283,37137,37113,37075,13265,13301,13281,28135,28009,37181,13023,28027,13107,37073,13197"
37081,2021,12,58,"13147,47083,13149,37095,47053,28137,28045,47017,47005,45043,47087,37121,13125,12027,13157,28065,13053,28091,13059,13005,13111,13309,28037,13037,01039,47033,37199,01107,13195,13317,47027,28057,13233,13013,47111,13291,47097,13307,13259,13011,13219,28013,47039,13247,13257,47109,28063,28139,13301,13281,13221,28077,28027,45033,13133,37141,28141,45089"
48447,2023,9,33,"40093,05065,40053,48243,48133,48017,48323,40043,48455,40013,48391,48431,05111,40005,48505,48123,22065,22107,48077,48501,05035,48089,40103,48407,48011,48007,40003,05123,05107,05011,48481,40129,48047"
45051,2025,5,69,"28113,01023,28019,13091,13061,12093,01013,13125,28065,28003,13053,47069,13271,47137,37143,28023,13109,28147,37005,12067,28039,13315,28043,28111,45023,13309,47067,01035,13037,01085,13093,12075,13163,12015,13175,28069,47159,01131,28051,12041,13307,37187,13209,13259,13283,13219,37113,12105,37011,13173,13237,28139,13193,13235,13301,12007,28083,13281,28041,13221,13319,12087,47173,12049,28129,28061,13023,37141,13197"
04017,2021,9,17,"06025,04027,35028,06033,06079,06085,06069,06045,32001,06013,06075,04011,32510,32029,06021,04012,06055"
13115,2023,5,113,"13097,28113,28097,01023,12081,13035,28019,13091,13151,13055,28073,13269,28103,13009,01013,13125,12027,13157,28065,13053,13021,13271,28079,13141,13207,37177,13315,13167,28035,28111,13309,01035,47079,28125,13079,28087,13083,13145,47061,28015,13045,28099,13279,47033,13225,47045,13261,13163,28033,13175,13195,13121,13317,28105,28101,28069,01099,47023,13159,13013,37091,01131,13169,13291,13171,13123,13307,28117,12055,13311,28053,13209,13259,13011,13283,13153,28143,47039,13247,47095,13047,28031,13313,13303,47109,28063,13213,13293,47167,13193,13265,13235,13301,28161,28083,13281,28041,28075,28135,13211,28107,13319,01007,12049,28077,28027,13187,13133,47075,28011,13107,13199,13197"
20125,2020,4,56,"19079,31127,31095,31119,31011,31097,17017,17169,31107,19145,31003,31023,29211,20043,29205,29117,31139,19009,19155,31167,31021,31027,31177,31131,31153,31109,19067,17121,27075,19085,31151,29103,31037,19137,31039,19129,31067,17079,29129,19133,31141,17129,17083,19165,31025,27071,19071,31147,20033,31133,31155,31077,17013,29033,29041,29177"
51037,2020,1,15,"18131,51600,51610,51685,51720,18075,51735,21005,21159,51840,51520,18009,21207,21063,21223"
48221,2025,4,39,"05049,05065,48057,05041,22095,48163,05137,40057,05121,48285,22007,48493,22041,48455,22091,05017,22029,48071,05077,05109,05039,05053,48489,05079,48051,05113,48379,48407,22093,05129,48255,05025,48507,05011,05019,05003,48225,05067,48047"
37125,2020,9,24,"37095,37079,12017,37043,28005,37121,12027,47153,47137,13309,28109,47183,47033,37199,12055,13283,37113,37075,13235,13301,13281,28009,13161,28027"
45069,2021,5,44,"28113,37043,28045,28005,47105,13269,37121,12027,13053,13021,47137,13141,28147,13031,13309,13037,37179,13231,37007,47183,13279,37199,13317,37087,45011,47171,12055,13209,13259,13283,37137,37113,37075,13265,13301,13281,28135,28009,37181,13023,28027,13107,37073,13197"
29153,2020,4,56,"19079,31127,31095,31119,31011,31097,17017,17169,31107,19145,31003,31023,29211,20043,29205,29117,31139,19009,19155,31167,31021,31027,31177,31131,31153,31109,19067,17121,27075,19085,31151,29103,31037,19137,31039,19129,31067,17079,29129,19133,31141,17129,17083,19165,31025,27071,19071,31147,20033,31133,31155,31077,17013,29033,29041,29177"
40079,2023,6,33,"40093,05065,40053,48243,40043,48391,05111,40005,05077,05039,48175,22037,05055,22065,22107,22075,22121,48211,22123,05035,40103,48011,48007,48045,40003,05021,05123,05107,05011,05003,48481,40129,22025"
28077,2021,6,42,"28113,47083,37043,28045,28005,47105,13269,37121,12027,13053,13021,47137,13141,28147,13031,13309,13037,13231,47183,13279,37199,13317,37087,47159,45011,47171,13209,13259,13283,37113,37075,13265,13301,13281,28135,28009,37181,13023,28027,13107,37073,13197"
51051,2020,2,15,"18131,51600,51610,51685,51720,18075,51735,21005,21159,51840,51520,18009,21207,21063,21223"
49057,2024,7,21,"08021,08111,08003,08015,30109,08033,16083,30023,49009,16071,08029,16035,08065,30053,16087,30039,08109,30037,08019,08023,08047"
48059,2020,6,16,"48141,48243,48247,48017,48119,48321,22077,48313,22047,22093,48095,48165,48507,48481,48369,48435"
17041,2020,1,57,"19079,31127,31095,31119,31011,31097,17017,17169,31107,19145,31003,31023,29211,20043,29205,29117,31139,19009,19155,31167,31021,31027,31177,31131,31153,31109,19067,17121,27075,19085,31151,29103,31037,19137,31039,19129,31067,17079,29129,19133,31141,17129,17083,19165,31025,27071,19071,31147,20033,31133,31155,31077,29089,17013,29033,29041,29177"
37019,2021,8,47,"28113,47083,13149,37043,28137,28045,13269,47087,37121,12027,13053,13021,37127,28091,13141,28147,13005,13309,13143,13037,13231,13279,37199,01107,13317,28057,47171,13291,12041,47097,13259,13119,28013,47039,13117,13257,37113,47109,37075,13063,28139,13265,13301,13281,28027,28141,13197"
48387,2020,9,19,"05065,48163,48247,48287,48455,48119,22039,22077,48313,22047,48379,40103,48407,22027,22093,48255,48461,05123,48507"
37049,2025,6,81,"28113,01023,13149,28019,13091,13061,12093,13009,01013,13125,28065,28003,13053,47069,13271,47137,37143,28023,13109,13141,28147,37005,13239,12067,28039,13315,28043,28111,45023,13309,47067,01035,13037,01085,47045,13093,01105,12075,13163,12015,13175,28069,47159,13159,01131,28051,12041,13003,13307,37187,13209,13259,13283,13219,37113,12105,01037,37011,13173,13237,28139,13193,13235,01065,13301,12007,28083,13281,28041,01087,13221,13319,12087,47173,12049,47049,28129,28061,13023,37141,13197"
39031,2021,6,27,"39055,39083,39115,51685,21173,51021,51720,51735,51820,21091,39099,21097,21115,21201,39143,18159,51540,21163,51690,51520,51580,51131,39103,39085,21143,18093,18101"
23029,2021,7,8,"50009,50019,23007,25019,23023,44001,50015,23015"
01079,2020,8,23,"37095,37079,37043,13081,28005,37121,12027,37173,13309,28109,37199,13267,12055,13283,37113,37075,13235,13301,13281,28009,13161,28027,13043"
13057,2021,5,44,"28113,37043,28045,28005,47105,13269,37121,12027,13053,13021,47137,13141,28147,13031,13309,13037,37179,13231,37007,47183,13279,37199,13317,37087,45011,47171,12055,13209,13259,13283,37137,37113,37075,13265,13301,13281,28135,28009,37181,13023,28027,13107,37073,13197"
51191,2023,7,43,"39151,54059,54093,18131,51830,51183,51685,54045,42049,51021,18103,51720,54105,39093,51735,51595,21201,39153,39143,39169,51620,51095,51045,54109,39007,39161,51750,51520,51119,51199,39035,51660,39103,39085,51036,42093,21063,39123,42039,18181,39173,21161,51530"
47003,2020,7,13,"13017,13081,37121,12027,13271,13059,37199,12055,13283,13281,28009,13161,45089"
37111,2021,6,42,"28113,47083,37043,28045,28005,47105,13269,37121,12027,13053,13021,47137,13141,28147,13031,13309,13037,13231,47183,13279,37199,13317,37087,47159,45011,47171,13209,13259,13283,37113,37075,13265,13301,13281,28135,28009,37181,13023,28027,13107,37073,13197"
28023,2020,3,12,"13017,37121,12027,47069,13059,37199,12055,13283,13281,28009,12049,45089"
33007,2020,5,4,"50017,23023,44001,23029"
27005,2024,7,78,"17199,29119,27065,19151,27091,17139,31095,31121,31011,29101,20107,27173,29211,27029,19031,29075,31167,27073,27087,29083,17059,29173,20097,38083,31085,46097,27125,17145,27079,29053,38099,31115,29061,31039,38045,31073,27041,31091,20123,31183,29175,31171,38089,29129,27031,38095,17151,31117,17129,31071,17165,27009,38031,27071,27127,38093,27149,38065,17047,19087,17033,29079,17069,31173,27121,27023,17123,19093,29089,17013,29033,29157,29003,29041,17137,20141,29107,17003"
08007,2025,6,43,"08021,16075,30057,08015,08043,16009,16069,30047,16045,30023,08117,08051,49009,08099,16047,08014,08105,08029,08115,16035,08011,08049,08037,08065,08061,16087,16057,08083,16027,08107,08091,08079,49019,08053,08085,08025,16061,08045,08019,49043,08023,08089,08047"
51173,2025,5,97,"39151,21147,21025,39133,21069,21035,21231,21039,18131,51830,39055,39083,51610,21071,21049,21177,18025,51685,21197,39171,21053,42049,21173,21007,18103,39077,39075,21033,21205,39093,21129,21017,21103,21157,42023,39099,21097,21201,21109,39153,21095,21159,21193,39143,39095,21139,18143,21235,54073,21239,21131,39043,21065,18023,39169,21051,51678,18129,21189,21153,21221,21175,39101,21199,18123,21237,39063,21225,39117,39007,21011,21125,39033,21165,51580,21195,21181,39005,39103,39085,21203,21013,24035,51670,42093,21143,51630,21063,39123,21223,42039,24029,21149,39173,39147,51530,21119"
21049,2021,10,10,"18109,51775,51720,51735,18065,18159,51540,51520,39005,21223"
01045,2023,3,138,"13097,28113,28097,01023,12081,13035,28019,13091,13151,13055,13215,28073,13269,28103,13009,01013,13125,12027,13157,28065,13053,13021,13271,28079,13135,13295,28091,13141,13207,37177,13315,28151,13167,28035,13255,28111,13309,28037,01035,47079,28125,13079,13037,28087,13083,13145,13231,47061,28015,13045,28099,28021,13279,47033,13225,47045,45009,13261,13163,28033,13175,13195,13121,13317,28105,28101,28069,13233,01099,47023,13159,13013,37091,01131,13263,13089,13223,13169,13291,13171,13123,13307,28117,28001,12055,13311,28053,13209,13259,13011,13283,13153,28143,47039,13113,13247,28049,47095,28149,13217,13047,28031,13139,13313,13303,47109,28063,13213,13293,47167,13193,13265,13235,13301,28161,28123,28083,13281,28041,28075,28135,13211,28107,13067,13221,13319,28089,01007,12049,28077,28027,13187,13133,47075,28011,13107,13199,13197"
16031,2022,9,25,"08111,30057,16053,16009,16045,30023,30015,30051,30073,16079,49039,30101,08065,49047,16087,49001,30061,30001,49033,16025,30103,08019,08093,49029,08047"
37049,2020,12,45,"37043,28045,28005,47105,37121,12027,13227,13053,13249,13021,47137,28147,47163,13031,13309,28109,13037,01085,47183,13279,37199,12015,13317,37087,45011,47171,13263,13171,12055,13209,13259,13283,37099,37113,37075,13265,13235,13301,13281,28135,28009,13161,37181,13023,28027"
18027,2024,6,50,"39151,21023,54093,21233,51600,18059,51685,18115,21055,21033,21061,18111,18045,51735,39021,42023,51063,18173,21097,21201,51570,21213,51840,21219,21139,54073,39169,51678,42131,42055,21225,51790,51683,39007,21183,39003,51640,51580,42057,21181,51660,39103,39085,51670,51630,39123,18149,18181,39173,51530"
28025,2020,1,14,"13017,37121,12027,12053,47069,13059,37199,12055,13283,47091,13281,28009,12049,45089"
40131,2022,3,47,"40093,48057,48015,40053,48267,48241,40133,48247,22083,48217,48115,22101,40075,22007,48177,48373,40043,48149,05037,48321,22125,48377,48071,48425,05077,48123,48489,48081,22037,48077,22121,22047,48127,40095,22093,48471,48333,40003,05123,48239,48093,22057,48185,22025,48435,22067,48013"
51141,2023,3,59,"39151,39133,21069,54089,54093,39155,18131,51830,39055,39083,39115,51183,51685,42049,51021,18103,39077,39075,51720,54105,39093,51735,51595,39099,39153,39143,39095,39043,39169,18141,51620,51095,39101,51045,39139,39117,39007,51750,51520,39033,39175,51119,51199,39035,18009,51660,39005,39103,39085,51036,42093,21063,39123,21223,42039,18181,39173,39147,51530"
13067,2020,1,14,"13017,37121,12027,12053,47069,13059,37199,12055,13283,47091,13281,28009,12049,45089"
05011,2021,4,25,"48163,48247,48459,48287,22007,48455,48119,22125,40033,22077,22121,22047,05101,05035,48379,40103,22003,22027,22093,48461,40003,05123,48507,48483,40029"
25017,2020,8,4,"50017,23023,44001,23029"
48399,2024,11,26,"05065,48057,48163,05137,48493,22041,48455,22091,48361,48391,22029,05077,05109,05039,48489,05001,05113,48379,48407,05025,40003,48507,05011,22025,05067,48047"
51155,2022,6,28,"18109,42077,18157,42095,51600,51610,51167,42087,51775,54049,18171,51720,51735,51595,42043,18159,51540,51678,21189,54009,42025,51520,51660,39005,42093,18119,51740,18021"
48327,2021,9,39,"48457,48035,05133,48449,40133,48247,48217,48143,22101,22007,40147,48373,05037,22125,05077,22097,22081,48081,22037,22121,22045,22047,40099,48273,22021,22003,40095,22027,22093,48461,48333,40003,05123,48093,22057,48483,48435,22067,48013"
22085,2022,3,47,"40093,48057,48015,40053,48267,48241,40133,48247,22083,48217,48115,22101,40075,22007,48177,48373,40043,48149,05037,48321,22125,48377,48071,48425,05077,48123,48489,48081,22037,48077,22121,22047,48127,40095,22093,48471,48333,40003,05123,48239,48093,22057,48185,22025,48435,22067,48013"
40039,2022,12,40,"40093,40053,22083,48487,22041,40043,22091,48103,48321,05017,22029,05111,48071,40005,05077,48193,48473,40019,05039,22037,22077,22107,22075,22121,48211,22087,22123,05035,48127,40103,40003,05021,05123,05107,05011,05003,48481,22025,48435,22067"
48207,2020,8,12,"48141,48247,48119,48175,22077,48313,22047,48407,22093,48461,05123,48507"
48257,2020,2,18,"48141,48243,48247,48017,48285,48321,48425,22037,22077,48313,22093,48095,48333,48165,48507,48481,48369,48435"
01073,2021,4,46,"28113,37043,28045,28005,47105,37121,12027,13227,13053,13021,47137,13141,28147,47163,13031,13309,13037,37179,13231,37007,47183,13279,37199,13317,37087,45011,47171,12055,13209,13259,13283,37137,47095,37113,47091,37075,13265,13301,13281,28135,28009,37181,13023,28027,37073,13197"
45003,2025,5,69,"28113,01023,28019,13091,13061,12093,01013,13125,28065,28003,13053,47069,13271,47137,37143,28023,13109,28147,37005,12067,28039,13315,28043,28111,45023,13309,47067,01035,13037,01085,13093,12075,13163,12015,13175,28069,47159,01131,28051,12041,13307,37187,13209,13259,13283,13219,37113,12105,37011,13173,13237,28139,13193,13235,13301,12007,28083,13281,28041,13221,13319,12087,47173,12049,28129,28061,13023,37141,13197"
37051,2023,1,147,"13097,28113,28097,01023,13035,28019,13091,13151,28121,13055,13215,28073,13269,28103,13009,01013,13125,12027,13157,28065,28127,13053,13021,28079,13135,28023,13295,28091,13141,28163,13207,37177,13315,28151,13167,28035,13255,28043,28111,13309,28085,28037,01035,47079,28125,13079,13037,28087,28025,13145,13231,47061,28015,28099,28021,13279,47033,13225,47045,45009,13261,13163,28033,13175,13195,13121,28029,28133,13317,28105,28101,28069,28155,28067,01099,47023,13159,13013,37091,01131,13263,28051,13089,13169,13291,13171,13123,13307,28117,28001,12055,13311,28053,13209,13259,13011,13283,13153,28143,47039,13113,13247,28049,47095,28149,13217,13047,28031,13139,13313,13303,47109,28063,13213,13293,47167,13193,13265,13235,13301,28161,28123,28159,28083,13281,28041,28075,28135,28007,13211,28107,13067,13221,13319,28089,01007,28077,28129,28061,28027,13187,13133,47075,28011,13107,13199,13197"
51085,2023,7,43,"39151,54059,54093,18131,51830,51183,51685,54045,42049,51021,18103,51720,54105,39093,51735,51595,21201,39153,39143,39169,51620,51095,51045,54109,39007,39161,51750,51520,51119,51199,39035,51660,39103,39085,51036,42093,21063,39123,42039,18181,39173,21161,51530"
22077,2024,5,63,"40093,05065,40053,40119,05137,48247,40023,48323,48309,48153,48145,40045,40059,48487,40067,40043,40083,48455,40017,48289,40013,05037,48321,48391,22039,48377,48431,40005,48123,22065,22107,48313,48109,05035,48379,48395,40103,48427,48407,40095,48475,48099,48161,40153,48007,48477,48281,40069,40009,40015,48429,48333,40003,05123,05107,48239,48093,48009,05011,40129,22011,48191,48047"
28045,2024,5,54,"12017,12115,13061,13125,12027,13053,13271,47137,37005,37177,13315,28111,47121,28037,13143,13279,13225,13163,47101,13175,13195,13317,47177,45011,47023,13013,12041,13307,28117,12055,45049,13283,13117,47117,13047,13087,28063,37011,47135,28139,13193,13301,13281,28135,28107,28009,12049,28077,28027,45033,47075,13029,47071,45005"
36067,2023,6,19,"50009,50013,50019,09011,25019,50021,25025,23023,50001,36093,50011,25007,33013,50005,34011,36019,36033,50015,09003"
