target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips,target_zhvi_t0,baseline_mean_zhvi_t0
17005,2023,3,1,17051,64788.95284414606,77132.40588988393
13175,2020,4,1,13283,78112.35183389437,51423.987525780416
05013,2024,5,1,05011,,60852.898188274376
01111,2023,8,1,13045,98367.91767022316,198542.8945515867
48499,2025,4,1,48379,163652.6496309913,158242.97405646954
21053,2024,8,1,47137,91858.91425298642,116156.89035001874
37029,2023,6,1,37177,213000.9485409616,79725.19249262616
27015,2021,12,3,"27127,27165,27033",112274.88184785916,68605.0513129448
27161,2024,8,1,27079,157225.42016090467,217633.8453751751
37061,2025,4,1,37141,95983.10695437375,279758.5816183831
28163,2025,8,1,28051,53078.92842084453,40912.431374447515
12057,2020,2,1,12049,167387.8234087073,69055.79139594815
42071,2022,7,1,42043,230586.43759176033,137583.49412601534
13091,2021,3,2,"13023,13235",69114.9813835663,62548.16174740867
49033,2021,8,2,"16041,16007",249780.01572050565,227616.09195732532
46115,2023,6,1,46005,60976.33830403088,99406.30156004836
34023,2025,9,1,34021,430377.22102479014,268608.97479192493
48075,2025,7,1,40057,56656.635047991695,40547.37212513749
46039,2024,8,2,"27173,27073",140216.15245954538,83626.93250589339
39009,2023,7,1,39115,77837.38885801898,72840.90915739856
39023,2024,9,1,39021,110690.30907608736,145614.240487632
01071,2023,7,1,13083,118576.9980721029,126560.81304161968
22017,2021,3,1,48315,60198.82394885072,68754.54741098925
47155,2021,5,1,37087,210122.07787104908,169051.92025171578
06001,2020,4,1,06099,605350.835136693,261336.0898540197
13289,2021,3,2,"13023,13021",55884.35792627786,56636.076303976755
27097,2023,4,3,"27009,27153,27095",160545.42901166584,163676.1835779417
53009,2025,2,1,53055,340909.9750173286,531705.3392890786
23005,2024,8,1,23023,391985.8561437183,295428.4169037116
22097,2024,8,1,22039,67478.912915293,52292.021031743025
30097,2023,8,1,30107,232944.60713944767,100503.32556440496
48049,2022,4,2,"48093,48333",90086.76249923644,153609.0578110608
19177,2022,9,2,"19101,19087",73774.8810309466,101187.98877752421
21161,2025,2,1,21201,77815.22470590837,111859.20775454985
04001,2022,8,1,04009,182059.881889125,194160.41903380572
16021,2023,5,1,53051,288491.2933532801,190376.1177459332
18057,2022,7,1,18159,300651.7798153384,122623.17861168238
29095,2020,3,1,29177,86176.47892084361,88494.390796562
51550,2022,8,1,51740,252647.9661109768,167888.44123348856
06067,2023,10,1,06005,410806.5827160611,318896.70118025463
12105,2024,7,2,"12049,12055",228502.00895035916,146220.01187402633
22037,2021,3,2,"28005,22121",132953.74462643583,115550.2027818147
13033,2025,2,1,13163,84504.11397889796,59258.40907877891
48479,2020,4,1,48247,118455.12962330236,48218.847339797336
32005,2021,8,1,32510,446914.2657321099,338170.6358578755
45067,2020,4,1,45089,46731.856818828965,42124.25577024
12119,2021,2,1,12017,217758.18931682347,130493.8907563978
22111,2022,11,1,22067,94919.97744446334,50651.18636536104
29153,2025,6,1,05049,121596.47404453828,105467.68206643069
29111,2021,7,1,29103,91142.37761843127,63794.24281508444
23001,2023,5,1,23023,205920.22925941157,264780.3538370771
37061,2022,3,1,37141,73803.5630137436,238617.77070176625
19147,2021,8,3,"19041,19021,19059",68354.95670087973,110823.87162960724
51161,2024,5,2,"51770,51063",227647.60082000608,155252.12322619802
20143,2022,6,1,20123,63825.94096118035,65498.200860375415
28117,2022,5,3,"28141,28139,28057",99527.47490147504,95036.72499216271
48123,2020,5,1,48285,97162.69468750048,119999.03261091597
51650,2021,6,2,"51131,51735",148428.1637930991,182355.08774171642
32019,2024,9,1,32029,331895.9532456857,335121.8861495557
41053,2022,1,1,41071,336775.43821504293,366788.0993581579
48129,2024,6,1,48191,,37385.950995335654
16019,2023,5,1,56039,279895.0310159186,977013.6471616497
05023,2025,6,1,05137,145557.4580398289,114362.19778393988
37021,2022,5,1,37199,296967.3811523472,184647.44679989511
29131,2023,3,1,29135,133839.3122517471,110552.6386809576
17023,2020,1,1,17079,63827.63171186791,71305.24046776547
39023,2021,8,1,39021,83780.1378720969,121460.52008330775
36055,2025,5,2,"36037,36073",179240.42714439685,131347.3060303043
27005,2023,5,1,27159,179784.6727295534,114164.15231468657
29023,2025,9,1,29223,82598.06625423598,73731.2965952314
26005,2024,7,1,55101,208283.32118960784,180004.33232722458
38003,2024,6,1,38093,92842.42105384266,119017.5824460109
12085,2022,9,2,"12043,12051",267525.98212531186,155972.99662720115
