target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips,target_zhvi_t0,baseline_mean_zhvi_t0
42037,2022,7,1,42093,225197.4973764844,246747.9302344947
17039,2023,4,1,17147,117755.1747276914,190181.58526281745
48451,2022,7,1,48081,217643.2453124003,174377.91150388404
08099,2021,3,1,08011,135298.1436510767,130557.6748229841
16085,2023,5,2,"16045,16003",629144.2517631134,461196.06330062327
40121,2023,2,1,40005,133737.14677901403,179627.04138553483
47151,2025,5,3,"21231,47137,21147",183779.8432266677,177065.90525205605
40015,2022,6,1,40075,102802.61834295244,78686.784819249
01125,2024,2,1,01063,225188.9630523308,135404.33909986276
37009,2021,7,1,47091,303992.0625263704,192690.7077932528
23013,2021,6,1,23015,331106.7700447249,341972.6272747615
48309,2022,4,1,48217,250236.90984937423,220963.11664481813
13273,2021,5,1,13037,87569.54424632453,103695.53803513742
16017,2020,5,2,"30089,16079",383137.5892487211,209403.04600853543
45073,2022,9,2,"13147,13137",260306.66088335335,287672.95735183323
16053,2020,5,2,"16083,16067",245902.549740647,213638.91253291705
27127,2022,10,3,"27101,27083,27033",157261.71560947198,178341.34513719648
40113,2023,1,1,40103,198466.07313618783,134530.5169824836
32031,2023,9,4,"06049,32019,41037,32029",538874.4924340071,307547.6125628511
28127,2025,7,2,"28065,28129",152154.1057984298,130121.5960675456
16083,2021,8,2,"16053,16047",319638.4917561928,312835.05623279413
23029,2025,8,1,23009,191596.0346657517,397631.7623054714
19147,2024,7,1,19151,150947.30055617026,107278.6836802712
18135,2023,1,1,18075,128056.89619908798,136247.61063745522
27083,2024,9,2,"27173,27127",193645.80585651452,157150.34095676345
30047,2020,6,1,30089,328645.82942116214,242258.9944973639
01085,2022,6,1,01131,147480.3782213175,147095.30019130008
08027,2023,10,2,"08109,08043",392488.7228729609,274891.87250105885
41053,2021,12,1,41071,427210.10026074457,475047.661121183
20145,2024,8,1,20083,98521.28275290177,149071.16132588088
31071,2025,7,2,"31175,31183",224058.17468029368,215885.04563386767
18095,2021,8,1,18159,139338.70495250318,177373.87076155096
18057,2025,4,1,18023,448540.41969936737,212410.4305185832
40143,2021,12,1,40147,203344.17908642723,147545.77679268937
04019,2022,10,4,"04003,04023,04009,04027",351992.23475903255,266087.6660546916
17151,2023,7,1,17069,161499.1460635329,109698.34910782348
41005,2024,8,2,"41065,41027",609014.5616886105,537180.703930499
21075,2025,9,1,29143,89929.6827272167,97169.89799700146
35053,2020,6,2,"35006,35003",160288.99528379753,144749.1506678261
17149,2022,5,1,17013,88941.00311369407,182671.28605271663
13137,2021,10,1,13281,238177.8736800402,327622.38489950105
22071,2023,4,2,"22075,22087",276511.19730821217,262858.50347719394
40011,2023,8,2,"40043,40093",100989.85533085064,140948.2537376297
20125,2025,5,1,20133,92923.98099729155,103946.12498064309
27149,2025,8,1,27155,191932.5614456785,133272.73018834932
18019,2020,4,1,21223,179068.51843804956,147138.48887789637
05021,2025,8,1,05121,113839.7975946475,141698.03287135914
08085,2023,6,4,"08091,08113,08077,49037",417612.0967833667,713160.1982516549
13163,2021,5,1,13301,124347.13150187347,107516.84603918124
28035,2021,3,1,28109,160634.14625786498,149668.0065406008
17191,2023,5,1,17159,118748.8396748016,123574.58741898832
48229,2024,6,2,"48377,48109",,181257.06881532678
13213,2021,12,1,13111,206637.89984939728,470336.7748153351
21209,2025,6,3,"21239,21017,21097",328304.7605007026,282597.9138327691
17015,2025,8,3,"17085,19097,19045",142616.67932449238,207974.52732392398
18087,2023,6,2,"26149,26023",290243.33301269595,188880.4764254341
34023,2025,5,1,34021,562669.8072320479,440038.2029883475
16019,2021,8,2,"16065,16081",371126.2111264142,526342.2503546264
18105,2021,6,1,18093,252585.04834918663,162302.79955075638
01113,2024,5,1,13053,180968.51172790863,135153.0249611521
19047,2021,6,2,"19093,19193",124770.3497629935,137143.32088923972
26119,2021,6,4,"26135,26137,26039,26031",157494.1292434243,158737.99933953115
13139,2022,6,4,"13157,13011,13013,13137",370830.50569019496,323333.74467431894
39009,2023,3,1,39115,160393.34365911083,139859.36659120143
39023,2024,5,1,39021,179980.01982223304,224221.6750917146
17161,2025,4,2,"19115,19045",143420.03715817464,163758.12244031363
55031,2024,5,1,27075,228378.45997653189,248482.6320406703
51041,2025,7,1,51670,401443.103249395,209242.85432038005
47041,2024,7,1,47177,300049.3926257439,253108.86840535552
13105,2023,7,3,"13221,13195,13317",156092.58939869897,237211.80056464832
21185,2023,6,1,21223,410893.5365507288,202552.34804090377
26041,2020,6,1,26089,119809.47891642462,396801.8840839057
01041,2021,12,1,01039,127159.88474369516,149756.8840138791
01035,2022,1,1,01039,126659.09735955537,151113.88010559275
12099,2024,3,1,12093,497972.8396065117,279042.3943910052
39075,2024,4,2,"39169,39151",320231.57516591897,212909.25617973186
46085,2021,8,1,46023,,198110.7478932469
04005,2023,5,2,"49037,49025",572339.2680745166,371610.71827274933
26165,2022,9,4,"26085,26019,26133,26079",193191.02978141373,216284.3190563348
18073,2023,2,1,18181,244902.342062559,182992.00192996403
18057,2022,3,1,18159,402004.56206534855,190091.0079245974
29127,2025,6,2,"29137,29111",185337.95615259712,192017.31692328554
51550,2022,4,1,51740,362290.5075909873,224424.4756349868
27129,2024,9,3,"27127,27173,27023",169627.4582225827,171025.47792929207
51093,2023,12,1,51620,359445.74257492414,207496.4919679972
21083,2021,7,1,47183,119565.61402305803,132551.6791452221
34037,2024,7,1,34031,414442.89290524385,546709.0540610488
53065,2023,9,2,"53051,53063",345768.6403789786,381367.458077717
22111,2022,7,1,22067,152482.07316497463,112665.32694275254
49015,2020,7,1,49007,,157878.7703819972
01077,2022,3,1,28141,195260.8049071085,174965.50986026254
51153,2020,7,1,51685,420223.0127716069,329982.5064627005
21211,2020,7,1,21005,237292.72190913247,150675.98791885655
16001,2025,7,2,"16027,16045",513787.6683340176,435239.6650024514
21151,2025,9,4,"21109,21049,21065,21203",278184.11170614866,167035.36610209814
08055,2024,9,3,"08109,08003,08023",281806.835412252,247689.6587244233
48335,2022,6,1,48081,126542.77051741426,174961.26896156368
12123,2025,6,1,12067,185308.96763921715,245889.88904520776
28083,2021,6,1,28135,103388.9723958635,143926.18596402413
27051,2023,5,1,27041,202726.82960599015,303056.6377533371
42099,2022,5,1,42043,259570.4980893172,227961.74583100257
51650,2021,2,1,51735,201861.6598819146,362666.7158398316
30037,2022,7,1,30027,243805.7331420546,264977.4305964736
01005,2021,5,1,13259,139059.8506715428,89447.03371552513
22111,2025,8,1,05003,151601.12803284108,83326.56930740713
41039,2024,9,2,"41019,41035",448200.905081792,315970.8531620733
21035,2023,4,1,47079,213696.27344959768,188350.04556951657
08027,2020,7,1,08109,267101.1678389483,163397.74464081696
13279,2020,4,1,13283,110350.11910354008,107489.43016745133
46115,2021,10,1,46005,127099.9556222398,170848.078382498
44009,2022,9,1,44005,557073.5924296331,650556.6619247104
13311,2021,3,1,13281,216912.30164404967,287987.0296816512
05139,2023,7,2,"05011,05003",133062.48736819552,110560.53875555962
05103,2023,7,1,05039,110125.35872640548,125210.01284611052
39093,2022,4,1,39005,208419.4604871125,187850.3214453335
28067,2024,7,1,28111,163902.06145247363,154164.5991244235
08009,2021,6,1,08011,,142378.53338207796
45003,2021,7,1,45011,200687.81311458207,161049.84910247856
39171,2023,6,1,26059,157404.90242815987,181644.3799415274
01053,2023,4,2,"01035,01099",142282.6004899833,138461.16002562834
27013,2024,8,2,"27079,27091",277181.5687939427,263458.2373674609
54079,2020,1,1,54035,168883.06970603252,133443.8556343819
35049,2022,7,1,35028,542527.8466953099,503867.686007733
12097,2024,6,1,12055,389006.1204788899,241756.8157461524
48371,2023,10,1,48243,173168.6970835699,238027.605805732
22097,2021,3,1,22077,154380.61258802252,179932.8127316871
21185,2020,5,1,21223,312636.0769430204,147890.17443935075
51199,2020,9,1,51735,339753.3819862435,342858.6153644685
