target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips,target_zhvi_t0,baseline_mean_zhvi_t0
12115,2023,10,1,12027,890599.7146765763,462016.31988688256
37183,2021,8,1,37127,599429.3254183283,297015.2593605486
47031,2022,3,1,47051,432792.6137885316,569570.5122226794
28093,2022,5,1,28137,314901.1720570405,328407.29154379666
37187,2024,6,1,37177,205523.46560662557,311936.1962109043
13189,2024,2,3,"13301,13163,13317",334281.9491695829,287015.0499208565
41005,2020,9,1,41027,695888.886166694,761465.5874678027
17101,2024,2,1,17033,179989.58283182335,218569.9457669798
18157,2024,5,2,"18181,18045",421915.5953317668,326047.7383505418
35023,2020,8,1,35017,180230.5380055385,261659.04731449904
01053,2023,4,2,"01035,01099",241251.2573989319,257849.22541519377
06011,2021,10,2,"06033,06021",512516.21395394974,549628.5407793829
40113,2021,9,1,40147,314313.8229852841,250585.3330118273
31183,2023,3,1,31003,,526666.2525159628
36013,2023,7,1,42049,282815.4655645956,310114.7805602558
27001,2025,3,1,27065,437722.33550358313,374513.71588679054
35049,2022,6,1,35028,1019425.1049744852,691653.2112529128
29053,2022,6,1,29135,446301.4958837096,397453.4290721459
55129,2023,8,2,"55005,55107",489707.8838045667,373774.76230633096
01107,2023,6,2,"28103,28087",268021.65094307746,250291.17670919767
47025,2025,5,4,"21013,47173,21235,47067",364783.4695020796,301919.23727196746
38073,2023,4,2,"38003,38081",367032.1374034175,373065.7248409799
05147,2022,8,2,"05123,05037",195732.1946155687,224059.3853261232
12011,2022,6,1,12051,720659.7951928816,387090.9321775594
40011,2023,9,2,"40043,40093",211004.77867686911,335844.3230716292
48211,2021,3,1,48483,321444.5932891267,220921.61562838827
05133,2025,6,1,05113,278648.1952124389,321238.27281146636
13271,2020,3,1,13017,174705.6702794435,148422.35042487297
22097,2020,8,1,22077,243773.88369397668,310683.25924203853
30029,2025,5,1,30047,1128891.0048576456,1121723.735624102
18035,2020,3,2,"18009,18075",183062.10443207264,183623.59372796514
30067,2021,8,1,30059,1028187.03659965,508369.61680276017
20191,2024,5,1,40053,291608.652011043,297113.5179346004
05075,2023,2,1,05055,209641.72250945924,291162.1472211149
13199,2021,5,1,13231,286103.47854551865,416169.23995532776
47115,2023,8,2,"47061,13083",489193.8416339744,383378.6803912477
38035,2024,6,1,38099,394678.35845187376,238869.74601110577
54069,2022,7,1,54009,270168.85554662603,208851.97471258332
08035,2021,8,1,08039,923129.2697622408,877242.7947727288
29099,2023,2,2,"29186,29221",368500.6861892224,320326.75222129
55105,2020,7,1,55055,281528.9216781392,367016.7872631438
05053,2023,6,1,05039,302458.4076565782,229291.2863377461
41045,2021,6,4,"32013,41001,16075,41023",441518.86930261855,471869.1052231646
23011,2021,6,3,"23023,23007,23015",356748.23222160153,509886.0158767772
38045,2023,4,1,38003,360941.8692107662,343179.17494789715
27005,2021,6,2,"27029,27159",497693.6567152136,343005.28481756145
47151,2025,2,3,"21231,47137,21147",319721.9201911723,296515.70493868657
18053,2021,9,1,18159,201937.7949358095,301865.9221556868
45007,2022,4,1,13147,405985.7451794316,599921.710374354
30007,2020,8,1,30043,453326.50794802426,469698.8629984181
38043,2021,7,1,38083,350243.08477163856,338547.5027330034
05035,2025,5,1,05077,279178.4869403842,213355.35167065504
22009,2020,4,1,22077,256781.7107761399,309980.0581468024
13019,2020,6,1,13003,229121.65278092667,227619.68486242616
41005,2022,2,3,"41065,41027,41071",884952.5012454748,775767.7375665437
45073,2022,6,2,"13147,13137",608057.3240448016,528098.293352201
13159,2025,2,1,13237,515077.1383966501,804894.2121830955
27013,2022,9,1,27103,416316.73674090655,421210.47378929897
