stcofips,year,month,tier,event_type,auc,auc_variance,pre_trend_annual,event_count,total_damage,log_damage,total_duration_days,episode_count,resl_score,resl_value,risk_value,eal_valt,sovi_score,nri_vintage
01021,2023,6,bottom,Hail,38.90895141709453,2.172867283321322,4.20913024666866,1,0.0,0.0,0.0006944444444444445,1,21.567059842739948,2.472448972741588,9024814.002644662,7080549.465304973,70.43710497245739,2023
01021,2023,6,mid,Hail,24.640859273233374,1.222540982443753,-0.1361868432051665,1,0.0,0.0,0.0006944444444444445,1,21.567059842739948,2.472448972741588,9024814.002644662,7080549.465304973,70.43710497245739,2023
01021,2023,6,top,Hail,16.319701646713597,0.6366800292115413,-1.9801896518705273,1,0.0,0.0,0.0006944444444444445,1,21.567059842739948,2.472448972741588,9024814.002644662,7080549.465304973,70.43710497245739,2023
01025,2023,4,bottom,Thunderstorm Wind,-46.68571574660136,3.8792115552910724,-4.1534888995632855,1,0.0,0.0,0.001388888888888889,1,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01025,2023,4,mid,Thunderstorm Wind,-8.284783847178133,1.2790180647670386,-2.9947780550768734,1,0.0,0.0,0.001388888888888889,1,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01025,2023,4,top,Thunderstorm Wind,-6.007750391604574,1.1799111541660992,-5.546039354085754,1,0.0,0.0,0.001388888888888889,1,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023
01025,2025,5,bottom,Thunderstorm Wind,30.623597253113388,1.7721605461668841,-22.036865565971578,11,0.0,0.0,0.006944444444444444,2,32.94719568505965,2.4420338493597487,17262615.376494817,12420749.72409537,76.52984122004439,2023
01025,2025,5,mid,Thunderstorm Wind,0.054225160148277496,0.7523911631639563,-1.9289920458462575,11,0.0,0.0,0.006944444444444444,2,32.94719568505965,2.4420338493597487,17262615.376494817,12420749.72409537,76.52984122004439,2023
01025,2025,5,top,Thunderstorm Wind,-1.2709635365754508,0.1911995775843588,0.5087058725126781,11,0.0,0.0,0.006944444444444444,2,32.94719568505965,2.4420338493597487,17262615.376494817,12420749.72409537,76.52984122004439,2023
01029,2023,8,bottom,Thunderstorm Wind,-4.738440244312926,1.0089914061932856,3.0397661373560254,5,0.0,0.0,0.005555555555555556,2,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01029,2023,8,mid,Thunderstorm Wind,-4.625924005259819,0.6596583357586634,0.9127602568888733,5,0.0,0.0,0.005555555555555556,2,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01029,2023,8,top,Thunderstorm Wind,-18.192789265902164,1.3012329181475386,4.332338559660665,5,0.0,0.0,0.005555555555555556,2,6.964444266425239,2.3761471607993756,3897772.620015351,2876230.912229848,51.30419923274148,2023
01039,2023,4,bottom,Thunderstorm Wind,-26.47436394060125,1.4974130238840915,11.068624521424567,3,0.0,0.0,0.004166666666666667,1,33.418976759559456,2.527684924127012,38982973.3946357,30765100.295890793,71.23444367333333,2023
01039,2023,4,mid,Thunderstorm Wind,1.1747732994538893,0.43800670595665536,4.316395380735382,3,0.0,0.0,0.004166666666666667,1,33.418976759559456,2.527684924127012,38982973.3946357,30765100.295890793,71.23444367333333,2023
01039,2023,4,top,Thunderstorm Wind,19.212289596334827,0.6434954336844109,-0.6103091272123228,3,0.0,0.0,0.004166666666666667,1,33.418976759559456,2.527684924127012,38982973.3946357,30765100.295890793,71.23444367333333,2023
01049,2023,7,bottom,"Hail,Thunderstorm Wind",-72.72731436905148,2.729096877540325,5.511888547518443,17,23000.0,10.043292972227004,0.0,4,17.624752000556786,2.4492726775441303,15730156.410779366,11646761.285702974,73.9684186366933,2023
01049,2023,7,mid,"Hail,Thunderstorm Wind",-26.84192756195013,1.025034421148144,1.010545528383678,17,23000.0,10.043292972227004,0.0,4,17.624752000556786,2.4492726775441303,15730156.410779366,11646761.285702974,73.9684186366933,2023
01049,2023,7,top,"Hail,Thunderstorm Wind",-24.470514194796934,0.9935276569976581,1.8012826346740856,17,23000.0,10.043292972227004,0.0,4,17.624752000556786,2.4492726775441303,15730156.410779366,11646761.285702974,73.9684186366933,2023
01053,2023,4,bottom,Thunderstorm Wind,42.78466932457587,3.604678130768353,4.026314655125664,1,0.0,0.0,0.001388888888888889,1,20.769900680001953,2.4744954822369793,52564984.01385785,37394217.34410666,87.15923379041666,2023
01053,2023,4,mid,Thunderstorm Wind,29.649339654230076,2.3407831423020036,0.866437501344952,1,0.0,0.0,0.001388888888888889,1,20.769900680001953,2.4744954822369793,52564984.01385785,37394217.34410666,87.15923379041666,2023
01053,2023,4,top,Thunderstorm Wind,32.10759531571641,1.7326396701570004,-5.5167985468564025,1,0.0,0.0,0.001388888888888889,1,20.769900680001953,2.4744954822369793,52564984.01385785,37394217.34410666,87.15923379041666,2023
01057,2022,2,bottom,"Flash Flood,Tornado",5.537317212648077,0.7955776496590977,-0.10807796457553802,16,0.0,0.0,1.7555555555555555,2,46.21886254291535,2.549022767415047,2206787.9013170647,1637757.8171328034,46.012508622388644,2021
01057,2022,2,mid,"Flash Flood,Tornado",8.58075078211158,0.685529090027338,-0.7057534943497027,16,0.0,0.0,1.7555555555555555,2,46.21886254291535,2.549022767415047,2206787.9013170647,1637757.8171328034,46.012508622388644,2021
01057,2022,2,top,"Flash Flood,Tornado",4.302325793705265,0.3824196880761399,0.6991307459675795,16,0.0,0.0,1.7555555555555555,2,46.21886254291535,2.549022767415047,2206787.9013170647,1637757.8171328034,46.012508622388644,2021
01059,2022,3,bottom,Thunderstorm Wind,34.966632186470534,3.7423705620298064,-15.419044086136921,1,10000.0,9.210440366976517,0.0,1,44.011551595367436,2.5788400757629395,7329018.107708832,5562342.789941472,49.01953769378602,2021
01059,2022,3,mid,Thunderstorm Wind,35.01457798055421,3.112441360854737,-6.580833764992595,1,10000.0,9.210440366976517,0.0,1,44.011551595367436,2.5788400757629395,7329018.107708832,5562342.789941472,49.01953769378602,2021
01059,2022,3,top,Thunderstorm Wind,12.95264560433651,1.9873892499921662,-1.2937083807786014,1,10000.0,9.210440366976517,0.0,1,44.011551595367436,2.5788400757629395,7329018.107708832,5562342.789941472,49.01953769378602,2021
01085,2023,6,bottom,Thunderstorm Wind,9.080280997926963,1.1668778195941165,-0.33992034664034537,3,0.0,0.0,0.0020833333333333333,3,19.84126749949794,2.463071536195912,3860814.7838688274,2446751.8265795177,90.84712116518466,2023
01085,2023,6,mid,Thunderstorm Wind,12.892173960392299,0.645687960830411,2.394471041205103,3,0.0,0.0,0.0020833333333333333,3,19.84126749949794,2.463071536195912,3860814.7838688274,2446751.8265795177,90.84712116518466,2023
01085,2023,6,top,Thunderstorm Wind,5.118745502328622,0.613859285687285,-0.06960780414376207,3,0.0,0.0,0.0020833333333333333,3,19.84126749949794,2.463071536195912,3860814.7838688274,2446751.8265795177,90.84712116518466,2023
01091,2023,6,bottom,"Hail,Lightning,Thunderstorm Wind",-32.919442455343955,1.0577666849818466,16.886483232904805,7,100000.0,11.51293546492023,0.004861111111111111,3,28.442632431182048,2.5016338298419742,6072163.058030674,4385934.846497026,82.56208401674361,2023
01091,2023,6,mid,"Hail,Lightning,Thunderstorm Wind",-4.444170161397864,0.33013628042601006,2.5782754078521557,7,100000.0,11.51293546492023,0.004861111111111111,3,28.442632431182048,2.5016338298419742,6072163.058030674,4385934.846497026,82.56208401674361,2023
01091,2023,6,top,"Hail,Lightning,Thunderstorm Wind",-2.0489699554646137,0.46833197657563697,-3.1527818259498304,7,100000.0,11.51293546492023,0.004861111111111111,3,28.442632431182048,2.5016338298419742,6072163.058030674,4385934.846497026,82.56208401674361,2023
01113,2022,10,bottom,Thunderstorm Wind,35.55093721172332,1.0332986221724,-14.6028186438092,1,0.0,0.0,0.0006944444444444445,1,27.597374270095823,2.5190892373390197,3979067.40290107,2988386.2304637474,74.7621765007031,2021
01113,2022,10,mid,Thunderstorm Wind,46.95465447094445,1.6044076746494076,-12.838327157712285,1,0.0,0.0,0.0006944444444444445,1,27.597374270095823,2.5190892373390197,3979067.40290107,2988386.2304637474,74.7621765007031,2021
01113,2022,10,top,Thunderstorm Wind,35.282571341422184,1.5290708629993766,-5.702068382017994,1,0.0,0.0,0.0006944444444444445,1,27.597374270095823,2.5190892373390197,3979067.40290107,2988386.2304637474,74.7621765007031,2021
04001,2020,7,bottom,"Flash Flood,Heavy Rain,Thunderstorm Wind",2.0887423748659018,1.6611026319102755,1.18514802133069,8,0.0,0.0,0.22916666666666666,3,48.208398,2.4104199,3782634.182616479,1958994.82905,78.7150177375,2020
04001,2020,7,mid,"Flash Flood,Heavy Rain,Thunderstorm Wind",14.740263402934573,2.404228134339839,0.61858828970594,8,0.0,0.0,0.22916666666666666,3,48.208398,2.4104199,3782634.182616479,1958994.82905,78.7150177375,2020
04001,2020,7,top,"Flash Flood,Heavy Rain,Thunderstorm Wind",23.59888945141155,2.8120293360673467,1.1234172152701376,8,0.0,0.0,0.22916666666666666,3,48.208398,2.4104199,3782634.182616479,1958994.82905,78.7150177375,2020
04001,2023,8,bottom,Flash Flood,-8.697858172886143,1.093086745283689,3.1046198521749298,4,0.0,0.0,0.16666666666666666,1,0.5864029487691046,2.2031625593755177,10651286.099124126,5894979.888352322,97.00138792575757,2023
04001,2023,8,mid,Flash Flood,5.3980252839651826,0.18718895788211107,1.0271009974948129,4,0.0,0.0,0.16666666666666666,1,0.5864029487691046,2.2031625593755177,10651286.099124126,5894979.888352322,97.00138792575757,2023
04001,2023,8,top,Flash Flood,7.576527089146765,0.5925442241468871,-0.5450514910237038,4,0.0,0.0,0.16666666666666666,1,0.5864029487691046,2.2031625593755177,10651286.099124126,5894979.888352322,97.00138792575757,2023
04003,2024,9,bottom,Thunderstorm Wind,-33.72888388076743,1.8039052094300563,4.932630079188091,1,1000.0,6.90875477931522,0.003472222222222222,1,7.41054817837696,2.338972800110174,85736112.48461825,59531755.13985724,83.894274945989,2023
04003,2024,9,mid,Thunderstorm Wind,29.941642908037068,1.5342506960564617,2.808098074771143,1,1000.0,6.90875477931522,0.003472222222222222,1,7.41054817837696,2.338972800110174,85736112.48461825,59531755.13985724,83.894274945989,2023
04003,2024,9,top,Thunderstorm Wind,21.015151822257096,1.1978357095490384,1.6893601211733464,1,1000.0,6.90875477931522,0.003472222222222222,1,7.41054817837696,2.338972800110174,85736112.48461825,59531755.13985724,83.894274945989,2023
04009,2023,11,bottom,Thunderstorm Wind,5.606620207763385,0.500008014445584,4.294489573565575,1,0.0,0.0,0.0,1,17.184709923537053,2.431777387694532,14717223.290527022,10836697.080820605,84.1596710616714,2023
04009,2023,11,mid,Thunderstorm Wind,0.12242048541740758,0.45742751399363435,2.249318313267016,1,0.0,0.0,0.0,1,17.184709923537053,2.431777387694532,14717223.290527022,10836697.080820605,84.1596710616714,2023
04009,2023,11,top,Thunderstorm Wind,-1.193455006874757,0.5251668823795609,1.421471505635073,1,0.0,0.0,0.0,1,17.184709923537053,2.431777387694532,14717223.290527022,10836697.080820605,84.1596710616714,2023
04012,2024,8,bottom,Thunderstorm Wind,-14.046029422745278,0.5643069490577,0.8900820951810905,2,55000.0,10.915106645867503,0.0,1,0.16134165857170785,2.060011143338364,33067622.037674103,17544404.479300518,94.71453193174243,2023
04012,2024,8,mid,Thunderstorm Wind,-14.660928386252252,0.29335714731199375,4.486563561429837,2,55000.0,10.915106645867503,0.0,1,0.16134165857170785,2.060011143338364,33067622.037674103,17544404.479300518,94.71453193174243,2023
04012,2024,8,top,Thunderstorm Wind,-2.701506978845174,0.21777052892308646,0.8318268596369194,2,55000.0,10.915106645867503,0.0,1,0.16134165857170785,2.060011143338364,33067622.037674103,17544404.479300518,94.71453193174243,2023
04013,2023,2,bottom,Thunderstorm Wind,-21.084302950060575,0.6663144987408472,9.299763075629963,2,3000.0,8.006700845440367,0.0,2,31.22606273262787,2.52147097675457,173088692.00258687,156464826.8512245,71.71926479241864,2021
04013,2023,2,mid,Thunderstorm Wind,-14.069169451826696,0.5661399253582896,6.008891540791012,2,3000.0,8.006700845440367,0.0,2,31.22606273262787,2.52147097675457,173088692.00258687,156464826.8512245,71.71926479241864,2021
