target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips,target_zhvi_t0,baseline_mean_zhvi_t0
06041,2020,3,1,06095,719204.0562259922,369358.1872577875
06045,2022,9,1,06097,373698.9972383868,591798.955421993
48199,2022,1,3,"48457,48241,48373",140709.9556972613,104505.09375199722
36111,2022,9,1,36071,247862.73786677085,274487.17043314007
21009,2024,6,1,21061,122962.15300884392,100973.2366156165
24005,2025,5,1,24029,252096.4930382093,244054.68086762703
42123,2023,7,2,"42039,42049",67415.85912706869,96642.1361294536
06067,2021,10,1,06013,385534.6690658221,559715.0272706244
53045,2025,2,3,"53067,53053,53035",310187.70802051754,434874.67834047624
53047,2021,7,4,"53025,53019,53043,53007",153815.9118597509,219006.67732052505
21047,2020,7,1,21221,70230.09968422116,117646.17947727077
29149,2025,5,2,"05049,05121",90841.40383765916,90448.12229642081
06089,2024,12,1,06093,272117.4469192989,178697.84824018902
27037,2021,9,1,27163,256304.17880276835,276614.3158377825
18065,2020,7,1,18135,61759.97740619502,54807.02063927433
18167,2022,4,1,18021,76828.94131838203,82633.01403949322
18121,2022,8,1,18021,88507.52516673175,88273.25532358167
30029,2021,6,2,"30089,30073",327205.12444817624,134688.13495405196
45013,2024,6,1,45049,342727.4458326562,85668.78180144762
16001,2022,8,1,16045,429697.78689542896,336094.0884953697
41063,2024,7,2,"53013,53023",276051.89830065845,142088.4355194508
05049,2024,11,1,05065,106103.05640567788,93702.9885537156
13001,2023,4,1,13279,73758.13597182538,66815.39284688445
17183,2022,7,1,18171,43321.97838127535,102446.15597555356
06073,2022,10,1,06025,625878.9860024062,219750.2994380411
39043,2020,10,1,39143,89941.27264768332,79668.16987545918
56037,2024,9,1,49009,181691.7910494133,198047.3038265576
32007,2020,7,2,"32033,16083",207011.30132052404,123898.14577670155
45091,2025,2,1,45023,257881.8489515138,119991.00116451371
05013,2023,1,1,05011,,53486.985891880606
22073,2021,9,1,22067,76462.00509963748,44068.7179509997
29019,2021,7,1,29089,160806.6137546139,78718.16773025347
42125,2022,9,1,54009,102631.09873927104,62930.47125255185
08059,2021,9,2,"08019,08047",430706.2650979448,319092.3213601579
21007,2025,1,4,"17003,17153,21039,29133",72222.39932789515,50669.85924441187
29055,2021,4,1,29073,97363.86895948763,86529.60445430856
56031,2022,6,1,56009,135864.11254612147,175182.98948030637
16013,2021,9,1,16025,428322.2289958807,214563.96695037885
05147,2023,8,1,05123,,40339.05566215452
06105,2025,1,1,06093,145918.49888024616,178178.73506164653
05043,2024,5,1,05011,80240.1767274798,60852.898188274376
17185,2023,3,1,17159,75804.07247143083,64585.24861829836
48087,2024,5,2,"48191,40009",40020.10118406079,49051.64004313831
48427,2022,5,1,48247,86223.69692184386,44670.84243318491
51119,2021,6,1,51131,177274.1977982251,102410.07649793343
42099,2022,6,1,42043,166208.89130813172,136917.2268238488
40079,2025,5,1,05113,90227.42366977764,93326.4985345715
51179,2025,5,1,51630,404372.8263939401,322811.4349942547
05093,2022,9,4,"47097,05111,05035,47045",45496.66055240873,72730.25652928899
08055,2020,8,2,"08109,08003",95799.5212138417,113516.50907408641
19077,2020,5,1,19009,99502.38545077336,52257.03712582219
40089,2025,4,1,05113,108642.0045600642,93935.29239080456
12123,2022,8,1,12029,105121.52106329722,119318.05438885988
21015,2021,2,1,18115,181028.5919449895,118806.72123983846
26029,2021,4,5,"26047,26031,26097,26137,26089",167609.5665031032,154881.8274310052
16051,2020,6,1,16065,196982.81766714144,175578.42583871694
06065,2021,8,2,"04012,06025",373193.1653446637,159284.59625456124
55031,2021,7,1,27115,123520.82675867953,101505.00153463968
31145,2025,6,1,31065,93185.4993822024,76420.64217271422
48325,2025,5,2,"48507,48163",188161.1306927573,68053.33347240913
20019,2021,10,1,40147,26176.75602989664,78530.13570168708
31041,2025,5,4,"31163,31019,31175,31047",77177.18349450883,117698.85304010366
26079,2024,4,1,26143,123497.6758445086,105965.8221090242
