stcofips,year,month,tier,event_type,auc,auc_variance,pre_trend_annual,event_count,total_damage,log_damage,total_duration_days,resl_score,resl_value,risk_value,eal_valt,sovi_score,nri_vintage
01007,2021,3,bottom,Tornado,-12.88279572101645,1.2477905783880432,4.545314065654026,4,0.0,0.0,0.06944444444444443,51.8076,2.59038,1470539.9338909432,2013888.4027677092,21.48206543160405,2020.0
01007,2021,3,mid,Tornado,-13.75966605904523,1.2459109678865834,1.979764366353199,4,0.0,0.0,0.06944444444444443,51.8076,2.59038,1470539.9338909432,2013888.4027677092,21.48206543160405,2020.0
01007,2021,3,top,Tornado,-15.71591257919134,1.5188858737485984,2.1869846794628103,4,0.0,0.0,0.06944444444444443,51.8076,2.59038,1470539.9338909432,2013888.4027677092,21.48206543160405,2020.0
01011,2024,8,bottom,Thunderstorm Wind,-1.1239674110373556,0.23096907954245496,-4.872749630113868,1,0.0,0.0,0.005555555555555556,25.790981349493563,2.44198201127835,6450244.607127786,4009404.780696545,90.5443974429072,2023.0
01011,2024,8,mid,Thunderstorm Wind,-19.27028232924846,1.0225491467382575,-6.023612975851781,1,0.0,0.0,0.005555555555555556,25.790981349493563,2.44198201127835,6450244.607127786,4009404.780696545,90.5443974429072,2023.0
01011,2024,8,top,Thunderstorm Wind,-18.23956816138923,1.292712266612275,-2.684991894716404,1,0.0,0.0,0.005555555555555556,25.790981349493563,2.44198201127835,6450244.607127786,4009404.780696545,90.5443974429072,2023.0
01011,2025,5,bottom,Tornado,-1.7971616656890745,1.1054628575800836,-2.0952461414092007,2,0.0,0.0,0.015277777777777777,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023.0
01011,2025,5,mid,Tornado,9.056223694291177,1.1863024528449724,1.8580890347418755,2,0.0,0.0,0.015277777777777777,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023.0
01011,2025,5,top,Tornado,-0.12317278081071947,0.5050025947195331,4.19795923734929,2,0.0,0.0,0.015277777777777777,29.92620701215916,2.430833604246778,7820561.828703878,4639324.625182805,94.4855498381469,2023.0
01013,2024,5,bottom,"Hail,Tornado",4.923428682503641,0.2537801507158934,0.36575169583602,3,0.0,0.0,0.016666666666666666,44.01985744000106,2.5229911617918295,10336801.562474407,7208219.9184884485,78.32846111934363,2023.0
01013,2024,5,mid,"Hail,Tornado",5.104123290019828,0.608928546676999,0.6339214947884386,3,0.0,0.0,0.016666666666666666,44.01985744000106,2.5229911617918295,10336801.562474407,7208219.9184884485,78.32846111934363,2023.0
01013,2024,5,top,"Hail,Tornado",4.435757283761305,0.5954873546755777,0.418693178028074,3,0.0,0.0,0.016666666666666666,44.01985744000106,2.5229911617918295,10336801.562474407,7208219.9184884485,78.32846111934363,2023.0
01013,2024,12,bottom,"Thunderstorm Wind,Tornado",6.136595341935347,1.1084819673058706,-2.8283288028304505,3,0.0,0.0,0.008333333333333333,46.23478608370765,2.506232710552734,12015996.976544525,8012206.99631363,83.27769152642756,2023.0
01013,2024,12,mid,"Thunderstorm Wind,Tornado",3.149777721208949,1.1292615066177372,-3.109916822520205,3,0.0,0.0,0.008333333333333333,46.23478608370765,2.506232710552734,12015996.976544525,8012206.99631363,83.27769152642756,2023.0
01013,2024,12,top,"Thunderstorm Wind,Tornado",5.496505898225436,0.7482221151447211,-2.934872482621538,3,0.0,0.0,0.008333333333333333,46.23478608370765,2.506232710552734,12015996.976544525,8012206.99631363,83.27769152642756,2023.0
01021,2023,6,bottom,Hail,-8.808907629336389,1.191975339534974,3.353408570726387,1,0.0,0.0,0.0006944444444444445,21.567059842739948,2.472448972741588,9024814.002644662,7080549.465304973,70.43710497245739,2023.0
01021,2023,6,mid,Hail,0.3377565283188346,0.22830266952258013,0.7349826960896877,1,0.0,0.0,0.0006944444444444445,21.567059842739948,2.472448972741588,9024814.002644662,7080549.465304973,70.43710497245739,2023.0
01021,2023,6,top,Hail,-2.459758327619312,0.4049424855862262,0.0588269975885917,1,0.0,0.0,0.0006944444444444445,21.567059842739948,2.472448972741588,9024814.002644662,7080549.465304973,70.43710497245739,2023.0
01023,2024,5,bottom,Thunderstorm Wind,-10.30525939419421,1.9908323569572404,5.697269633445525,1,0.0,0.0,0.001388888888888889,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023.0
01023,2024,5,mid,Thunderstorm Wind,-4.785325625837729,0.7200041210914881,2.033025699367561,1,0.0,0.0,0.001388888888888889,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023.0
01023,2024,5,top,Thunderstorm Wind,-5.5005660917308745,0.5372427309933485,-0.2936904279559324,1,0.0,0.0,0.001388888888888889,10.04204976622109,2.3753426890433906,21420209.61489755,14788175.869791534,74.78616295151753,2023.0
01025,2023,4,bottom,Thunderstorm Wind,-5.239812153376079,2.814212337373807,-9.064766455285499,1,0.0,0.0,0.001388888888888889,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023.0
01025,2023,4,mid,Thunderstorm Wind,-9.313924501430378,2.2293753709717405,-3.9320010378390577,1,0.0,0.0,0.001388888888888889,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023.0
01025,2023,4,top,Thunderstorm Wind,-13.245883445755709,1.904720980942397,-1.3229851703357884,1,0.0,0.0,0.001388888888888889,22.594123204402084,2.4825830399302795,13340372.735018458,9219176.270358318,85.17422143448864,2023.0
01027,2021,3,bottom,Tornado,2.4154502968755054,0.5660302771504394,3.2308378620653335,2,0.0,0.0,0.005555555555555556,52.906198,2.6453099,2492383.9225966213,2072038.6233186808,38.94363421361272,2020.0
01027,2021,3,mid,Tornado,-2.8715660780541867,0.5222228186974869,2.5893851062748277,2,0.0,0.0,0.005555555555555556,52.906198,2.6453099,2492383.9225966213,2072038.6233186808,38.94363421361272,2020.0
01027,2021,3,top,Tornado,-8.693087166650983,0.5645601170118069,2.9753133710331334,2,0.0,0.0,0.005555555555555556,52.906198,2.6453099,2492383.9225966213,2072038.6233186808,38.94363421361272,2020.0
01027,2022,5,bottom,Hail,-6.714555785491939,1.200391587504435,10.701822375206286,2,0.0,0.0,0.001388888888888889,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021.0
01027,2022,5,mid,Hail,-1.1778841414744647,0.5679574058622923,7.220830262667467,2,0.0,0.0,0.001388888888888889,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021.0
01027,2022,5,top,Hail,-0.008641401951450689,0.35548176218629984,4.040445067237603,2,0.0,0.0,0.001388888888888889,48.30637352111817,2.613192691625595,2426269.274541848,1948853.530890828,44.248521440744305,2021.0
01029,2020,1,bottom,Thunderstorm Wind,7.770621008992293,1.8835876836969692,0.20297065321572916,1,0.0,0.0,0.0,50.686202,2.5343101,2852503.1195103955,2847287.67957,31.4544737879,2020.0
01029,2020,1,mid,Thunderstorm Wind,7.35321891959228,1.2843751173947104,-1.14027588589056,1,0.0,0.0,0.0,50.686202,2.5343101,2852503.1195103955,2847287.67957,31.4544737879,2020.0
01029,2020,1,top,Thunderstorm Wind,2.7358572387385465,0.31119370915859246,-0.7589330085495097,1,0.0,0.0,0.0,50.686202,2.5343101,2852503.1195103955,2847287.67957,31.4544737879,2020.0
01029,2022,6,bottom,Hail,-15.545913549874228,1.8587030287010609,0.2786006990089855,1,0.0,0.0,0.0006944444444444445,31.450988533208843,2.470680473849678,2547885.463602669,2286855.3403406795,37.564390704628984,2021.0
01029,2022,6,mid,Hail,-11.527547222372036,1.2971160128963373,-0.9453753505605013,1,0.0,0.0,0.0006944444444444445,31.450988533208843,2.470680473849678,2547885.463602669,2286855.3403406795,37.564390704628984,2021.0
